"id","memberID","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","authority_organization"
"114","EvI1877","","","3","Person","Historiographer","female","Eberhardt","Isabelle","","01/01/1877 00:00","","","01/01/1904 00:00","Aïn Séfra, Algeria","Geneva, Switzerland","","North African explorere, converted to Islam. All works published in Switzerland posthume, during her life only in Algeria and France news papers. Travel reports and memories, fascination for Islam, travels dressed as a man, - Nouvelles algériennes, 1905; Dans l’ombre chaude de l’Islam, 1906 ; Mes journaliers, 1922","","",""
"115","EdG1454","","","4","Person","Biographer","male","Edlibach","Gerold","","01/01/1454 00:00","","","01/01/1530 00:00","","","","combination of historiography and political functions - Zürcher Chronik oder Zürcher- und Schweizerchronik (1485/86) – combination of biography and historiography - Rotwelschglossar (fickabel des rotwelschtz) (1490) - Zürcher Wappenbuch (1480-) - Waldmannhandel (Waldmannscher Auflauf) (1489) – Aufzeichnungen zur Reformation (1520-1527) (Gamper & Gamper, 2005)","","",""
"116","EgHH1818","","","1","Person","Contemporary","male","Egli","Hans Heinrich","","01/01/1818 00:00","Wetzikon/Zürich","","01/01/1839 00:00","","","","Sohn armer Eltern","","",""
"117","ElF1794","","","2","Person","Sample","male","Elgger","Franz, von","","01/01/1794 00:00","","","01/01/1858 00:00","Luzern","Rheinfelden","","","","",""
"118","EnC1785","","","1","Person","Contemporary","male","Enderli","Caspar","","01/01/1785 00:00","Illnau, von Bisikon","","","","","","unbekannt","","",""
"119","EnEgR1761","","","4","Person","Biographer","female","Engel","Regula","","01/01/1761 00:00","","","01/01/1853 00:00","Zürich, Switzerland","Flutern, Zürich, Switzerland","","Frau Oberst Engel; von Cairo bis Nework. participated as wife of a militar in French mercenary services (Napoleon). published 1821 – she fought in the battle and was mother of 21 children (“Memoiren der Regula Engel: Die Frau Oberst | DIE ZEIT Archiv | Ausgabe 43/1977,” n.d.)","","42629184",""
"120","EnJFL1783","","","2","Person","Contemporary","male","Engelhard","Johann Friedrich Ludwig","","01/01/1783 00:00","","","01/01/1862 00:00","Murten, Switzerland","Zweibrücken, Pfalz","","Erinnerungen aus meinen Feldzügen in Spanien","","D3923",""
"121","ErJH0000","","","2","Person","Historical","male","Erni","Johann Heinrich","","","Pfäffikon","","","","","","Gichteler (Neugläubiger), Buchbinder und Coeditor der Memorabilia mit Johann Balthasar Bullinger, Anton Werdmüller, Johann Heinrich Erni, Friedrich Vogel und Gottfried von Escher bis 1870","","na",""
"122","ErJU1803","","","2","Person","Contemporary","male","Ernst","Johann Ulrich","","01/01/1803 00:00","Veltheim, Winterthur","","01/01/1846 00:00","","","","Gichteler (Neugläubiger), publiziert Briefe von Gichtel und Campagne 1842","","",""
"123","EsE1759","","","2","Person","Historical","female","Escher","Elisabetha","","01/01/1759 00:00","","","","na","na","","sister of H. Escher's father","","na",""
"124","EsHJ1770","","","2","Person","Historical","male","Escher","Hans Jakob","","01/01/1770 00:00","Pfäffikon","","01/01/1827 00:00","","","","Pfarrer in Kontakt mit Campagne","","",""
"125","EsHe1781","","","2","Person","Contemporary","male","Escher","Heinrich","","01/01/1781 00:00","","","01/01/1860 00:00","","","","Sohn von Hs. Konrad E. (1743-1814), V.D.M. Dr.phil.h.c., Professor der Geschichte, und Logik am obern. Gymnasium, Erziehungsrat, stimmte gegen die Berufung von Strauss","","",""
"126","EsA1789","","","1","Person","Contemporary","male","Escher","Heinrich","","01/01/1789 00:00","Zürich","","01/01/1870 00:00","","","","Canzlist, öffentlicher Ankläger, Oberamtmann (Grüningen), Präsident Criminalgericht, Professor Staatswissenschaft (Uni ZH), Regierungsrath (1833)","","",""
"127","EsN1855","","","4","Person","Biographer","female","Escher","Nanny, von","","01/01/1855 00:00","","","01/01/1932 00:00","Langnau am Albis, Switzerland","Zürich, Switzerland","","","","3225736",""
"128","EsR1757","","","2","Person","Historical","female","Orelli-Escher","Regula, v.","","01/01/1757 00:00","","","","na","na","","Schülerin Lavaters und Gattin von David von Orell","","na",""
"129","EsH1776","","","2","Person","Contemporary","male","Escher ","Heinrich","","01/01/1776 00:00","","","01/01/1853 00:00","","","","vater von Alfred Escher","","",""
"130","EsgJH1819","","","1","Person","Sample","male","Escher vom Glas","Johann Heinrich Alfred","","01/01/1819 00:00","Zürich/Enge","","01/01/1882 00:00","Enge, Zürich, Switzerland","Zürich, Switzerland","","Hauptförderer der Eidg. Technischen Hochschule und des Gotthard-Durchstiches,","","40175198",""
"131","EslHK1743","","","1","Person","Historical","male","Escher vom Luchs","Hans Konrad","","01/01/1743 00:00","Zürich/Zürich","","01/01/1814 00:00","Zürich, Switzerland","Zürich, Switzerland","","","","D13461",""
"132","EsJK1761","","","1","Person","Historical","male","Escher vom Luchs","Johan Konrad, von","","01/01/1761 00:00","","","01/01/1833 00:00","Zürich, Switzerland*","Baden, Switzerland","","Bürgermeister 1814","","D47822",""
"133","EsLtHC1767","","","2","Person","Historical","male","Escher von der Linth","Hans Conrad","","01/01/1767 00:00","Zürcher Politiker. Leiter der Korrektion der Linthebene","","01/01/1823 00:00","","","","","","",""
"134","EskHC1755","","","2","Person","Historical","male","Escher-Keller","Hans Caspar","","01/01/1755 00:00","","","01/01/1831 00:00","","","","","","",""
"135","EsS 1764","","","2","Person","Historical","female","Escher-Meyer","Susanna","","01/01/1764 00:00","","","","na","na","","mother of Heinrich Escher","","na",""
"136","EsSchH1777","","","2","Person","Historical","male","Escher-Schulthess","Hans Heinrich","","01/01/1777 00:00","","","01/01/1840 00:00","Zürich","Zürich","","","","105271398X ",""
"138","EtP1507§","","","2","Person","Historiographer","male","Etterlin","Petermann","","","","","","","","","wrote Chronik Basel (1507)","","",""
"140","FaD1868","","","2","Person","Historical","male","Farbstein","David","","01/01/1868 00:00","","","01/01/1953 00:00","Zürich, Switzerland","Waschau, Poland","","","","50145742",""
"141","FaeCW1793","","","1","Person","Contemporary","male","Fäsi","Carl Wilhelm","","01/01/1793 00:00","","","01/01/1852 00:00","","","","Diacon","","",""
"142","FaBoAL1762","","","2","Person","Historical","male","Fauche (-Borel)","Abraham Louise","","01/01/1762 00:00","Neuchatel","","01/01/1829 00:00","Neuenburg","Neuenburg","","Von 1790 an setzte er sich als Buchhändler und Geheimagent für die Gegenrevolution ein. ","","",""
"143","FaJ1794","","","2","Person","Historical","male","Fazy","James","","01/01/1794 00:00","Genf","","01/01/1878 00:00","Petit-Saconnex, Geneva, Switzerland","Geneva, Switzerland","","radikaler Führer Genf, gegen calvinistisch-konservative","","",""
"144","Fehr1779","","","2","Person","Historical","male","Fehr","Johannes","","01/01/1779 00:00","","","01/01/1838 00:00","St. Gallen, Switzerland?","","","St. Gallen; als Reutiner zum katholischen Glauben übertritt übernehmen  die Herren Gonzenbach-Huber, Johannes de Julius Hieronymus Zollikofer, Conrad Fehr, Sebastian Kunkler und der Arzt Caspar Wetter – bildeten ein Konsortium, um eine Buchhandlung zu errichten. Sie erwarben den Büchervorrat von Reutiner. Später Conrad und dann sein Sohn Fehr bilden die Fehr'sche Buchhandlung.","","",""
"145","FeR1877","","","3","Person","Historiographer","male","Feller","Richard","","01/01/1877 00:00","","","01/01/1958 00:00","","","","Schweizer Historiker (Kantonalsgeschichte Berns). Die schweizerische Geschichtsschreibung im 19. Jahrhundert – Geschichtsschreibung der Schweiz (Feller & Bonjour, 1979)","","",""
"146","FeA1723","","","2","Person","Historiographer","male","Ferguson","Adam","","01/01/1723 00:00","","","01/01/1818 00:00","","","","","","",""
"147","FiJ 1826","","","3","Person","Historiographer","male","Ficker","Julius","","01/01/1826 00:00","","","01/01/1902 00:00","","","","wrote Das deutsche Kaiserreich in seinen universalen und nationalen Beziehungen (1861) defends the „universal Catholic idea of empire“ (Metzger, 2011) (p. 173)","","",""
"148","Fierz1787","","","2","Person","Historical","male","Fierz","Johann Jakob","","01/01/1787 00:00","","","01/01/1861 00:00","Küsnacht, Zürich, Switzerland","Küsnacht, Zürich, Switzerland","","Brigadekommandant im Sonderbundskrieg","","",""
"149","FiGM1790","","","2","Person","Contemporary","male","Fieschi","Giuseppe Marco","also Joseph, Joseph Gérard or Joseph Mar","01/01/1790 00:00","","","01/01/1836 00:00","Paris, France","Murat, Corsica","","","","",""
"150","FiJJ1796","","","2","Person","Historical","male","Finsler","Johann Jakob","","01/01/1796 00:00","","","01/01/1836 00:00","","","","Seidenfabrikant auf dem Land","","na",""
"151","FiCJ1773","","","2","Person","Historical","male","Fischer","Conrad Johann","","01/01/1773 00:00","","","01/01/1854 00:00","","","","Pionier der Stahlindustrie","","",""
"152","FiR0000","","","2","Person","Historical","male","Fischer","Rudolf, von","","","","","","","","","Sarnerbund; Major","","",""
"153","FlC1750","","","3","Person","Historiographer","female","Flachsland","Caroline","Maria Karoline, Karoline, Maria Caroline","01/01/1750 00:00","","","01/01/1809 00:00","Weimar","Reichenweier, Alsace","","She married Johann Gottfried von Herder and belonged to the Weimar circle.","","49387820",""
"154","FlM1805","","","2","Person","Sample","female","Flaviny","Marie, de","Marie, D'Agoult, Marie Catherine Sophie,","01/01/1805 00:00","","","01/01/1876 00:00","Paris, France","Frankfurt am Main, Germany","","","","na",""
"155","FlD1431*","","","2","Person","Historical","female","Flüeh-Wyss","Dorothea, von","","","","","","na","na","","","","na",""
"156","FlE1851","","","2","Person","Historical","female","Flühmann","Elisabeth","","01/01/1851 00:00","","","01/01/1929 00:00","Aarau, Switzerland","Schwandholz bei Krattigen, Saxeten","","Swiss pedagogue and fighter for women's rights.",""," 308194913",""
"157","FoJ1840","","","2","Person","Contemporary","male","Fontana","José","","01/01/1840 00:00","","","","","","","","","",""
"158","FrS1796","","","2","Person","Contemporary","male","Franscini","Stefano","","01/01/1796 00:00","","","01/01/1857 00:00","","","","","","",""
"159","FrJoI1830","","","2","Person","Historical","male","Franz Joseph I of Austria","","Franz I.","01/01/1830 00:00","","","01/01/1916 00:00","Schönbrunn Palace, Vienna","Schönbrunn Palace, Vienna","","Kaiser von Österreich","","na",""
"160","FrWiIII1770","","","2","Person","Historical","male","Frederick William III of Prussia","","Friedrich Wilhelm III.","01/01/1770 00:00","","","01/01/1840 00:00","Berlin","Potsdam, Prussia","","König von Preussen","","50016770",""
"161","FrJR0000","","","2","Person","Historical","male","Frey","Johann Rudolf","","","Uster","","","","","","Gichteler (Neugläubiger)","","na",""
"163","FrJ1805","","","3","Person","Historiographer","male","Fröbel","Julius","","01/01/1805 00:00","","","01/01/1893 00:00","Zürich, Switzerland","Griesheim, Thüringen","","publisches in Dittmar’s Die sociale Reform","","2771521",""
"164","FrH1469§","","","2","Person","Historiographer","male","Fründ","Hans","","","","","","","","","Geschichte des Alten Zürichkriegs aus Sicht der anti-habsburgischen Partei für die Jahre 1436-1447 (Fründ, 1469)","","",""
"165","FrJ0000","","","2","Person","Historical","male","Frutiger","Johannes","","","","","","","","","Kaufmann, Auswanderung nach Jerusalem, Jude, zum Christentum konvertiert","","",""
"166","FuNI0000","","","2","Person","Undefined","male","Fuchs (von Einsiedeln)","Nikolaus Ignaz ","","","Einsiedeln","","","","","","Major im Kgl. Englischem Dienste","","na",""
"167","FuE1876","","","3","Person","Historiographer","male","Fueter","Eduard","","01/01/1876 00:00","","","01/01/1928 00:00","","","","Schweizer Historiker (Geschichte der Schweiz, Westeuropas und der USA, Geschichte der Historiographie)","","",""
"168","FuJ1805","","","1","Person","Contemporary","male","Furrer","Jonas ","","01/01/1805 00:00","Winterthur/Bad Ragaz","","01/01/1861 00:00","Bad Ragaz","Winterthur, Switzerland","","Dr. hon. Bürgermeister, Anwalt","","64412774",""
"169","FueHH1745","","","4","Person","Biographer","male","Füssli","Hans Heinrich","","01/01/1745 00:00","","","01/01/1832 00:00","","","","Historiker für Vaterländische Geschichte","","",""
"170","FueJJ1792","","","1","Person","Contemporary","male","Füssli","Johann Jakob","","01/01/1792 00:00","Zürich","","01/01/1860 00:00","","","","Wollishofen/Neumünster","","",""
"171","Füssli0000","","","2","Person","Undefined","male","Füssli","","","","","","","","","","Oberst","","na",""
"172","FueCK0000","","","2","Person","Undefined","male","Füsslin","Christian Karl","","","","","","","","","","","",""
"173","FuJC1704","","","2","Person","Contemporary","male","Füsslin","Johan Conrad","","01/01/1704 00:00","","","01/01/1775 00:00","","","","","","",""
"174","FueJJ1646§","","","2","Person","Undefined","male","Füsslin","Johann Jacob","","","","","","","","","","","",""
"175","GaExxxx","","","3","Person","Historiographer","male","Gagrliardi","Ernst","","","","","","","","","Schweizer Geschichte in 3 volumes (Universität Basel, 2010)","","",""
"176","GaA1810","","","2","Person","Contemporary","male","Galeer","Albert","","01/01/1810 00:00","","","","","","","","","",""
"177","GaF1876","","","3","Person","Historiographer","female","Gallati","Frieda","","01/01/1876 00:00","","","01/01/1955 00:00","","","","Schweizer Historikerin","","",""
"178","GaG1807","","","2","Person","Contemporary","male","Garibaldi","Giuseppe","","01/01/1807 00:00","","","01/01/1882 00:00","Caprera, Italy","Nizza, France","","Garibaldi was an Italian freedom fighter. He was quite popular amongst radical-liberals in Switzerland.","","100192194",""
"179","GaAxxxx","","","3","Person","Historiographer","male","Gasser","Adolf","","","","","","","","","“genossenschaftlichkeit” (Universität Basel, 2010)","","",""
"180","GeM1886","","","3","Person","Historiographer","male","Gelzer","Matthias","","01/01/1886 00:00","","","01/01/1974 00:00","","","","Schweizer Althistoriker (Römische Geschichte)","","",""
"181","GeG1765","","","1","Person","Historical","male","Gessner","Georg","","01/01/1765 00:00","","","01/01/1843 00:00","","","","Pfarrer am Grossmünster, Antistes","","",""
"182","GeHeJ1765§","","","4","Person","Biographer","female","Gessner-Heidegger","Judith","","","","","","","","","Biographer. Wife of Salomon Gessner 1730-1788.","","",""
"183","GlCW0000","","","2","Person","Historical","male","Glück","Christian Wilhelm, von","","","","","01/01/1866 00:00","","","","1866 Selbstmord","","",""
"184","GlC1825","","","3","Person","Historiographer","female","Glümer","Claire, von","","01/01/1825 00:00","","","01/01/1906 00:00","Blasewitz","Blankenburg, Harz","","German writer and translator. Participated in the Dresden May Upheavel. publisches in Dittmar’s Die sociale Reform","","77073936",""
"185","GoM1870","","","2","Person","Historical","female","Gobat","Marguerite","","01/01/1870 00:00","","","01/01/1937 00:00","Magglingen, Switzerland","Delsberg, Switzerland","","Co-founder of the International Women's Organization.","","D9304",""
"186","GoeM1826","","","2","Person","Contemporary","female","Goegg-Pouchoulin","Marie","","01/01/1826 00:00","","","01/01/1899 00:00","na","na","","","","na",""
