,,,,,"Free",,,,,"Goffman/ Burke",,,"Dramatica",,,,,,,,
231,136,4,123,"Aber ein guter Engel - noch außer den unsichtbaren - geleitete das junge Paar an das ferne Rheinufer. ",9,,,,,,,,,,,,,,,,
231,136,4,124,"Das war die Schwester Elisabeth Geßner (geb. 17. Nov. 1755), von frühester Kindheit an mit Anna verflochten wie eine Zwillingsschwester; ",10,,,,,,,,,,,,,,,,
231,136,4,125,"die beiden hätten ohne einander kaum leben können, ",10,,,,,,,,,,,,,,,,
231,136,4,126,"und Elisabeth war dazu berufen, ihrer Schwester und deren Kindern als «Tante Sette» das zu sein, was nach Jahren «Tante Regeli» mir und meinen Kindern ward. ",10,,,,,,,,,,,,,,,,
231,136,4,127,"Brauche ich mehr zu sagen? Sie war eine reine, edle, innig fromme Seele, ganz Selbstvergessenheit, ganz aufopfernde Hingabe. ",10,,,,,,,,,,,,,,,,
231,136,4,128,"Noch steht sie lebendig vor mir, die schlanke Gestalt, uns, die kleinen Leute, alle überragend, mit den feinen edlen Zügen und den frommen braunen Rehesaugen, wie auch Eure Großmutter Anna sie hatte, und wie sie leider keines ihrer Kinder geerbt hat. ",10,,,,,,,,,,,,,,,,
231,136,4,129,"Die beiden jüngsten Schwestern waren somit dem Pfarrhause Dübendorf entflohen; ",10,,,,,,,,,,,,,,,,
231,136,4,130,"die älteste derselben war von nun an die Pflegerin der alten Eltern bis zu ihrem Tode, ",10,,,,,,,,,,,,,,,,
231,136,4,131,"und früher noch die der jüngern Schwester Regula, die - in ihrer Jugend eine ausgezeichnet schöne, kräftige und geistvolle Jungfrau - schon vor Annas Abschied zu kränkeln anfing und frühe heimgerufen wurde. ",10,,,,,,,,,,,,,,,,
231,136,4,132,"Nach dem Tode der Eltern Geßner lebte Dorothea mit einer alten Tante (Schwester ihrer Mutter) in Zürich, und als sie auch ihr die Augen zugedrückt, zog sie - 1810 - zu ihren Schwestern ins Pfarrhaus Hirzel. ",10,1810,,"Zürich;",,,,,,,,,,,,,
231,136,4,133,"Die beiden, ""Tante Döde"" und ""Tante Sette"", zogen dann noch in hohem Alter mit Eurer Großmutter ins << Doktorhaus>> und beschlossen da ihren friedlichen Pilgerpfad, Dorothea im Mai",10,,"Tante Döde; Tante Sette",,,,,,,,,,,,,,
231,136,4,134,"1850, Elisabeth im November 1851.",10,1851,,,,,,,,,,,,,,,
231,136,4,135,"Dieboltsau! Dörfchen am entlegenen Rheinufer, wo die edle Rebe und das köstliche Obst des sogenannten «inneren Rheintales» nicht gedeiht, arm und wie von der Welt geschieden [33] damals, als noch niemand von Dampfbooten und Eisenbahnen träumte, Heimat der Armut - auch im kleinen Pfarrhäuschen, wo gleichwohl Liebe und Zufriedenheit ihren Wohnsitz aufgeschlagen hatten, und wo die herzlich gläubige Bitte um das tägliche Brot auch ihre tägliche - oft wunderbar erscheinende - Erhörung fand. ",11,,,,,,,,,,,,,,,,
231,136,4,136,"Da wohnten nahezu zwölf Jahre lang Eure Großeltern Schweizer, verborgen vor der Welt, von Gott gekannt, liebend und geliebt von dem armen Völklein um sie her, das noch lange Jahre nach ihrem Scheiden ",11,,,,,,,,,,,,,,,,
231,136,4,137,"(wir jüngern Schwestern durften das im Jahre 1816 bei einem Besuch in St. Gallen erfahren, da an einem Markttage mehrere Dieboltsauer den Laden «Schlatter hinterm Thurm» besuchten) ",11,1816,,,,,,,,,,,,,,,
231,136,4,138,"mit vielen Tränen von «Pfarrer Schweizers» sprach. ",11,,,,,,,,,,,,,,,,
231,136,4,139,"Hier, in dem einsamen Grenzdörfchen, hat Anna ihrem Diethelm vier Kinder geboren: ",11,,,,,,,,,,,,,,,,
231,136,4,140,"Elisabeth, geb. 19.Februar 1786, - in ihren frühesten Lebensjahren ein bildschönes Kind, das - früh entwickelt - aller Herzen gewann. ",11,,,,,,,,,,,,,,,,
231,136,4,141,"Ein jahrelang anhaltendes Wechselfieber“ (die Krankheit jener Rheinsümpfe) vernichtete diese frühe Blüte und raubte ihr für zeitlebens allen äußern Reiz, von nun an stand sie, trotz ihrer geistigen reichen Begabung, tief im Schatten und ging einem leidvollen Leben entgegen. ",11,,,,,,,,,,,,,,,,
231,136,4,142,"Nicht minder freilich die Zweitgeborene, Anna, geb.1.Nov.1787, ein lebensprühendes, vielbewegliches Kind, dem es weder an innern noch an äußern Gaben fehlte, ",11,,,,,,,,,,,,,,,,
231,136,4,143,"so wenig wie der dritten Tochter, der Euch wohlbekannten Regula, geb.20.April 1791, deren eigentümliche Anmut sie durchs ganze Leben hin begleitete.",11,,,,,,,,,,,,,,,,
231,136,4,144,"Den drei Töchtern folgte, des Vaters heißen Wunsch erfüllend, am 25.Februar 1794, der einzige Sohn: ",11,,,,,,,,,,,,,,,,
231,136,4,145,"Caspar – ein ausgezeichnetes Kind, der Liebling aller, die ihn kannten.",11,,,,,,,,,,,,,,,,
231,136,4,146,"Die kleinen Erzählungen von seinem eigentümlichen Tun und Lassen, Fragen und Antworten, die meine früheste Kindheit umtönten, gaben Zeugnis von einer wunderbar frühen Entwicklung. ",11,,,,,,,,,,,,,,,,
231,136,4,147,"Aber wie so oft die frühe Reife früher Ernte vorhergeht, so geschah es auch mit diesem Sohn der Freude und großen Hoffnung: eine pestartige Epidemie der damals so mörderisch auftretenden Pocken brach das junge liebliche [34] Leben im Mai 1796. ",11,,,,,,,,,,,,,,,,
231,136,4,148,"Dort, im einsamen, kleinen Dorfkirchhof, nicht fern vom Rheine, schläft der einzige vielbeweinte Bruder, dessen Grab die Eltern nicht Wiedergesehen haben.",11,,,,,,,,,,,,,,,,
231,136,4,149,"Denn noch während der geliebte Knabe lebte, war seinem Vater die Kunde von seinen Schwägern Geßner in Zürich gekommen, daß er jetzt, nach elfjährigem Dienst «in der Fremde», alle Aussicht habe, eine Stelle im Heimatkanton zu bekommen, um so mehr, da über die frühern Vorgänge lange",11,,,"Zürich;",,,,,,,,,,,,,
231,136,4,150,"schon Gras gewachsen, und er, bei seiner Entfernung von der Wahlbehörde von selbst alles «Antichambrierens» enthoben sei, so daß eine einfache Anmeldung (ob unmittelbar, ob durch seine Schwäger ist mir nicht bewußt) hinreiche, ihn wahlfähig zu machen. ",11,,,,,,,,,,,,,,,,
231,136,4,151,"Es war die Berggemeinde Hirzel – als Lieblingsaufenthalt des schon verstorbenen Pfenningers [*29], Lavaters Freund, seinem ganzen Kreise wohl bekannt – auf welche die Freunde Schweizers Blick hinlenkten. ",12,,,,,,,,,,,,,,,,
231,136,4,152,"Freudig gingen die Eltern, die sich doch immer etwas wie in Verbannung von der Heimat gefühlt hatten, darauf ein, und schon hatten die Freunde in Zürich die Zusage von der Wahlbehörde empfangen, daß, sobald der täglich zu erwartende Tod des alten Hirzelpfarrers - Pfenninger - eintrete, Schweizer an seiner statt gewählt werden soll. ",12,,,"Zürich;",,,,,,,,,,,,,
231,136,4,153,"Nur etwas, das die Freunde doch nicht verschweigen wollten, legte eine Wolke über die sonst so freundliche Aussicht: die Gemeinde Hirzel hatte ihr Auge und ihre Hoffnung auf einen jungen begabten Prediger - Ammann in Hütten, das damals bloß Filiale und als solche nur ein Durchgangspunkt für junge Geistliche war geworfen, und obgleich damals die Gemeinde kein Wort zur Wahl mitzusprechen hatte, so waren doch aller Wünsche auf diesen Ammann gerichtet, der sich denn auch auf Hirzel gemeldet hatte. ",12,,,,,,,,,,,,,,,,
231,136,4,154,"Kaum hatte der Pfarrer von Dieboltsau Kunde von diesen Verhältnissen empfangen, so schrieb er an die Freunde in Zürich, sie möchten seine Meldung auf den - inzwischen vakant gewordenen - Hirzel zurückziehen, denn von Obrigkeits wegen einer Gemeinde gegen all ihr Wünschen aufgedrungen zu werden und somit von Anfang an, schon durch sein Erscheinen sie zu kränken, das gehe gegen sein  [35] Gefühl; lieber wolle er auf die gehegte Hoffnung verzichten und eines andern Winkes in die Heimat warten. – ",12,,,"Zürich;",,,,,,,,,,,,,
231,136,4,155,"Diese Resignation war den «gnädigen Herren» etwas Neues; ohne freiwilliges Verzichten hätten sie ihr gegebenes Wort nicht zurückgenommen, so sehr auch die Bitten der Gemeinde zu Ammanns Gunsten sprachen, und aus freien Stücken gaben sie dem die Sache vermittelnden Schwager Schweizers, Geßner, die Zusage, daß nunmehr ohne weiteres die erste Pfarrstelle im Kanton, die ledig werde, dem Pfarrer von Dieboltsau zuteil werden müsse.",12,,,,,,,,,,,,,,,,
231,136,4,156,"Und welches war diese erste erledigte Stelle? - Die Pfarrsleute in Dieboltsau hatten sich ihrer Wünsche begeben, der geliebte Einzige war gestorben, und die Eltern – vornehmlich die Mutter - dachten jetzt nicht daran, das Grab ihres Lieblings zu Verlassen. ",12,,,,,,,,,,,,,,,,
231,136,4,157,"Da - wie sie von ferne so was nicht ahnten (es war im Sommer 1796) - kommt dem Pfarrer von Dieboltsau plötzlich von Zürich her die Ernennung zum Pfarrer im - Hirzel. ",12,,,"Zürich;",,,,,,,,,,,,,
231,136,4,158,"Zwölf Wochen nur hatte jener junge, kräftige Mann sein Amt bekleidet, da raffte ihn ein Nervenfieber” weg, und die - Schweizern zugesagte - erste Vakante Stelle im Kanton war - Hirzel.",12,,,,,,,,,,,,,,,,
231,136,4,159,"Es war am 7.November 1796, als, nach einem schmerzlichen Abschied von Dieboltsau und einer mehrtägigen mühsamen Reise, die Familie Schweizer im Hirzel einzog – zu Fuße, ",13,,,,,,,,,,,,,,,,
231,136,4,160,"denn damals war es nicht möglich, zu Wagen weiter zu fahren von Zürich her als bis Bocken, wo die Vorsteher des Hirzels ihren neuen Pfarrer abholten und ihn auf Fußwegen mit seiner Familie in die liebliche Berggegend einführten, wo sich fortan unser aller Leben entwickeln sollte. ",13,,,"Zürich;",,,,,,,,,,,,,
231,136,4,161,"Alles schien sich jetzt für die neuen Ankömmlinge freundlich zu gestalten; nicht mehr waren sie von Freunden und Verwandten so fern, die schöne Bergnatur schien ihnen selbst das geliebte Rheintal noch zu übertreffen, die Gemeinde zeigte entgegenkommendes Wohlwollen - und Vater Schweizer hatte die Freude erlebt, seine achtzigjährige ehrwürdige Mutter zu sich nehmen zu können und so ihren Herzenswunsch zu erfüllen, «bei ihrem Benjamin sterben zu dürfen». [36]",13,,,,,,,,,,,,,,,,
231,136,4,162,"Am 6. April 1797 gebar Mutter Anna ihr fünftes Kind. ",14,,,,,,,,,,,,,,,,
231,136,4,163,"Der Vater hatte so sicher auf einen Ersatz seines verlorenen Einzigen gehofft, daß er etwas betroffen war, als ihm eine Tochter geschenkt wurde; dennoch hat er den Schmerz dieser Täuschung mich nie fühlen lassen; ",14,,,,,,,,,,,,,,,,
231,136,4,164,"im Gegenteil war er wie die Mutter und die Schwestern bemüht, jede entfernte Ähnlichkeit aufzusuchen, die ich mit dem entschlafenen Liebling haben oder nicht haben mochte. ",14,,,,,,,,,,,,,,,,
231,136,4,165,"Der dreifache Name: Anna, Margareta, Barbara wurde mir gegeben, die beiden ersten nach der Großmutter Schweizer, welche auch ihren Vornamen Anna nicht preisgeben wollte, ",14,,,,,,,,,,,,,,,,
231,136,4,166,"der letzte nach der Patin Geßner-Heß, der Gattin des ältesten Bruders meiner Mutter, einer Schwester der beiden Freunde Lavaters: Felix und Heinrich Heß. ",14,,,,,,,,,,,,,,,,
231,136,4,167,"Ihr zuliebe wurde ich in meiner Kindheit «Bäbeli» geheißen, nachdem das allerfrüheste «Grite Bäbeli» verdrängt war, bis endlich der Name der Großmutter in seiner ursprünglichen hamburgischen Form «Meta» zum bleibenden wurde. ",14,,,,,,,,,,,,,,,,
231,136,4,168,"Zu meiner großen Freude, denn es war und blieb meine allerfrüheste süßeste Erinnerung, wie die zärtliche Liebe meines Großmütterchens mich an der Schwelle meines Bewußtseins so lieblich umfing.",14,,,,,,,,,,,,,,,,
231,136,4,169,"Aber nun traten die Schrecken der Revolutionszeit ein.",15,,,,,,,,,,,,,,,,
231,136,4,170,"Aus der Dämmerung des frühesten Traumlebens ist unverlöscht eine Erinnerung mir geblieben: ",15,,,,,,,,,,,,,,,,
231,136,4,171,"der Augenblick, da meine Eltern mit uns Kindern auf dem Hirzel hinter unserer Wohnung, dem «Pfarrhausrain», standen und in Herzensangst die Röte des fernen Brandes schauten, in welchem die Dörfer Unterwaldens untergingen“, nachdem Scharen ihrer Bewohner von den Franzosen hingemetzelt waren. ",15,,,,,,,,,,,,,,,,
231,136,4,172,"Diese gewaltige Röte rechts vom Rigi, und das Wehklagen der Eltern und Schwestern machte mir, auf dem Arme meiner Mutter, die mich fest an sich gedrückt hielt, einen Eindruck fürs Leben.",15,,,"Rigi",,,,,,,,,,,,,
231,136,4,173,"Es folgten Jahre voll Not und Bedrängnis. ",15,,,,,,,,,,,,,,,,
231,136,4,174,"Nicht nur blieben in jenen Kriegsjahren die Geistlichen ganz oder beinah ohne Besoldung, sondern auch das wenige, was ihnen etwa ihre kleinen Pfarrgüter eintrugen, deren eines auch im Hirzel die [37] Familie spärlich nährte, mußte größtenteils den durchziehenden Franzosen, deren Offiziere dann immer im Pfarrhause einquartiert wurden, aufgeopfert werden. ",15,,,,,,,,,,,,,,,,
231,136,4,175,"Noch schweben mir in dunkler Erinnerung jene fremden Gestalten mit Schnurrbärten - wie sie hierzulande noch gar nicht bekannt waren - vor, sowie der ernste, bekümmerte Ausdruck im Angesicht meiner Eltern und ihre, wenn auch nicht verstandenen, doch dunkel empfundenen traurigen Zwiegespräche.",15,,,,,,,,,,,,,,,,
231,136,4,176,"Im Sommer 1799, als die Franzosen augenblicklich von den «Kaiserlichen» unter Erzherzog Karl“ - dem Helden des Tages, bei dessen Namen in frühester Kindheit mein Herz schlug - zurückgedrängt waren, aber in unserer Nähe sich gelagert hatten, ",15,,,,,,,,,,,,,,,,
231,136,4,177,"während die Kaiserlichen in Zürich lagen mitten unter Krieg und Kriegsgeschrei - genas meine Mutter (am 19.Juli) ihres letzten Kindes, der sinnigen, geistvollen Dorothea, und an demselben Tage starb, vom Schlage getroffen, die Großmutter Schweizer. ",16,,,"Zürich;",,,,,,,,,,,,,
231,136,4,178,"Nicht zur Freude, nicht zum Leide konnten die Verwandten in Zürich teilnehmend ins Pfarrhaus Hirzel kommen; denn niemand wurde aus Zürich in die vom Feinde besetzte Gegend hingelassen; ",16,,,"Zürich;",,,,,,,,,,,,,
231,136,4,179,"aber der Jugendfreund meines Vaters, der Pfarrer von Kilchberg, Joh. Heinrich Wirz, der außer dem von den Kaiserlichen besetzten Terrain wohnte, eilte herbei, der Entschlafenen die Grabrede zu halten und das neugeborene Kindlein an Lavaters statt (dieser sein eigener und der Eltern Freund war schon vorher zum Paten erbeten) zur Taufe zu bringen. ",16,,,,,,,,,,,,,,,,
231,136,4,180,"Mit ihm kam die Witwe des Pfarrers Brunner - damals in Kilchberg lebend und später Frau Nägeli in Bändlikon - die Cousine meiner Mutter und Schwester der sogenannten <<Tante Grite», die in gebrechlicher, verwachsener Hülle einen so lebendigen, gebildeten Geist und ein so edles, tiefes Gemüt trug, daß sie vielfach segenvoll in unser späteres Leben eingewirkt hat. ",16,,,,,,,,,,,,,,,,
231,136,4,181,"Und der Pfarrer Wirzs [*54] - dieses Ideal eines Freundes wie Jonathan - wie oft noch seit jenem Tage erschien er uns wie damals als ein guter Engel! Und nun das Kindlein dieser Angst- und Schmerzenszeit, dem Lavater als Zueignung in seinen Patenbrief schrieb: [38]",16,,,,,,,,,,,,,,,,
231,136,4,182,"«Blutige Zeiten waren’s, als du die Erde betratest,",16,,,,,,,,,,,,,,,,
231,136,4,183,"Unrecht herrschte, Gewalt",16,,,,,,,,,,,,,,,,
231,136,4,184,"nur dich berührte kein Unrecht»",16,,,,,,,,,,,,,,,,
231,136,4,185,"es war und blieb ein Friedenskind, wie sie selten sind auf Erden, und die zweiundzwanzig Jahre, die unser Dortchen hienieden verlebte, waren ein schneller Flug zur Ewigkeit, inwelchem ihr Fuß die Welt mit ihren flüchtigen Freuden und Schmerzen kaum zu berühren schien - einer andern Welt angehörend, der sie früh entgegenreifte.",16,,,,,,,,,,,,,,,,
231,136,4,186,"Das Leben der Pfarrsleute im Hirzel wurde schwer und immer schwerer. ",17,,,,,,,,,,,,,,,,
231,136,4,187,"Der Mann, der früher mit Hintansetzung seiner Lebenshoffnungen sich einem Mißbrauch unter dem alten Regiment entgegengesetzt hatte, der - die Wünsche und das in denselben begründete Wahlrecht einer Gemeinde ehrend - von seiner gesicherten Ernennung und von” seiner jetzigen Gemeinde zurückgetreten war - der wurde nun in derselben Gemeinde als versteckter Aristokrat verschrien und als solcher einer langen, planmäßigen Verfolgung unterworfen. – ",17,,,,,,,,,,,,,,,,
231,136,4,188,"Was ist das Urteil der Menge? ",17,,,,,,,,,,,,,,,,
231,136,4,189,"Nicht was der Mann in Wahrheit ist, nicht vorliegende Tatsachen bilden die Stimmung des Volkes, sondern vielmehr eine unsichtbare, unerklärliche Macht, die daherkommt wie der Sturm aus Süden oder Norden - wer weiß, wie und woher? – ",17,,,,,,,,,,,,,,,,
231,136,4,190,"Nur ein Beispiel von vielen aus jenen Jahren: Unter der großen Zahl französischer Krieger, die in den Jahren 1799 bis 1801 im Pfarrhaus Hirzel einquartiert waren, fiel ein junger Unteroffizier durch sein offenes, biederes Gesicht, sein bescheidenes, sittsames Betragen den Pfarrsleuten auf, und besonders weh tat es ihnen ihm gegenüber, kein Französisch zu verstehen, da er auch gleich beim Eintritt bedeutet hatte, daß das Deutsche ihm gänzlich fremd sei. ",17,1801,,,,,,,,,,,,,,,
231,136,4,191,"Nach mehrtägigem Aufenthalt nahm er - mit Tränen in den Augen, obwohl ohne Worte – einen so herzlichen Abschied, daß er seinen Bewirtern unvergessen blieb. ",17,,,,,,,,,,,,,,,,
231,136,4,192,"Fünf oder sechs Jahre später - 1805 - trat eines Tages ein ansehnlicher Reisender ins Pfarrhaus, der alsbald als jener ehemalige französische Unteroffizier erkannt wurde, und der nun, indem er seine Freude an den Tag legte, daß er seine [39] ehemaligen Bewirter noch lebend und wohlerhalten wieder antreffe, in gutem Berndeutsch erzählte: ",18,1805,,,,,,,,,,,,,,,
231,136,4,193,"Er sei ein Waadtländer, dicht an der Grenze des deutschen Berns geboren und habe damals sein Deutsch verleugnet, weil er, gleich bei seinem Eintritt in diese Gemeinde, da wo er sein Billet empfangen habe, ernstlich gewarnt worden sei vor den Pfarrsleuten, zu denen er komme; ",18,,,,,,,,,,,,,,,,
231,136,4,194,"er möge ja keine Speise dort genießen, ehe die Leute selbst davon gekostet haben, denn «einen Franzosen zu vergiften, wäre denen was Erwünschtes u.s.w. ",18,,,,,,,,,,,,,,,,
231,136,4,195,"Dabei wären dann nicht nur die bösesten Beschuldigungen über den Pfarrer, sondern auch die ärgsten Drohungen, was ihm angetan sein müsse, laut geworden, so daß er mit Angst das Haus betreten habe, dessen Bewohner ihm dann einen durchaus andern Eindruck als den erwarteten machten.",18,,,,,,,,,,,,,,,,
231,136,4,196,"Schon die Unbefangenheit, mit welcher sie es, wie er wohl bemerkte, gar nicht beachteten, daß er keine Speise berührte, bevor sie davon genossen, noch mehr aber ihr ganzes freundliches Benehmen gegen die Fremdlinge, und vor allem die Gespräche, die sie - wie sie meinten von ihm unverstanden untereinander führten, die lauter Liebe und Wohlwollen atmeten, gaben ihm nach wenigen Tagen die Überzeugung, daß Unschuldige hier angeklagt seien, und er nahm sich vor, sein Inkognito abzuwerfen und den Pfarrer vor seinen Feinden und ihren Plänen zu warnen. ",18,,,,,,,,,,,,,,,,
231,136,4,197,"Ein plötzlicher Befehl zum Aufbruch ließ seinen Vorsatz nicht zur Ausführung kommen, worüber er sich hernach oft Vorwürfe gemacht und sich bekümmert habe, im Gedanken, wie es wohl mit den ihm liebgewordenen Leuten noch gekommen sei. ",18,,,,,,,,,,,,,,,,
