Author,Biblio,Transcript,Sequence,Text,invivo,chronology,people,places,comments,footing (IM),footing (IM),encounter (Goffman),PC,StoryPoint,Character Building,MC Choices,Plot Choices,Theme Choices,Illustrating,Theme Development,Scene No.
645,532,14,232,"einerseits von Anfang an, wie er sich, wenn ich nicht irre, im großen ",,,,,,,,,,,,,,,,,
645,532,14,233,"Rath ausgedrückt hatte, einen Generalärger ob der ganzen Geschichte ",,,,,,,,,,,,,,,,,
645,532,14,234,"empfand, anderseits selten etwas zu billigen pflegte, woran er nicht ",,,,,,,,,,,,,,,,,
645,532,14,235,wesentlichen Antheil gehabt hatte. ,,,,,,,,,,,,,,,,,
645,532,14,236,"Ungeachtet ich schon einmal die unangenehme Erfahrung gemacht hatte, daß ",,,,,,,,,,,,,,,,,
645,532,14,237,derselbe bei Anlaß der seiner Zeit laut gewordenen Mißbilligung der ,,,,,,,,,,,,,,,,,
645,532,14,238,"Bestätigungswahl von Dr. Strauß zwar anfänglich erklärte, er seinerseits ",,,strauss;,,,,,,,,,,,,,,
645,532,14,239,"könne sie nie gut heißen, sie sei aber als ein competenter Act des ",,,,,,,,,,,,,,,,,
645,532,14,240,"Regierungsrathes zu betrachten, von Zurücktreten könne keine Rede sein, ",regierungsrath;,,,,,,,,,,,,,,,,
645,532,14,241,"auch er, obschon von der Minorität, werde als Mann dazu stehen — in der ",,,,,,,,,,,,,,,,,
645,532,14,242,"nächsten Sitzung dann aber belieben wollte, nachzugeben, ",liebe;,,,,,,,,,,,,,,,,
645,532,14,243,"so hoffte ich, er werde sich nunmehr während 6 Monaten haben überzeugen ",,,,,,,,,,,,,,,,,
645,532,14,244,"können, daß die Regierung in ihrer Wirksamkeit gelähmt ",regierung;,,,,,,,,,,,,,,,,
645,532,14,245,"und von einer zweiten Regierung, [-23—]einem Staat im Staate, beherrscht ",regierung;,,,,,,,,,,,,,,,,
645,532,14,246,werde; ,,,,,,,,,,,,,,,,,
645,532,14,247,"in einer solchen Lage werde er, so meinte ich, sich so wenig als ich ",,,,,,,,,,,,,,,,,
645,532,14,248,"behaglich fühlen, eine Aenderung derselben auf rechtliche Weise für ",,,,,,,,,,,,,,,,,
645,532,14,249,unerläßlich halten und dazu gerne Hand bieten. ,,,,,,,,,,,,,,,,,
645,532,14,250,"Deßhalb ging ich zu ihm, sprach mit ihm offen und mit Zutrauen von der ",,,,,,,,,,,,,,,,,
645,532,14,251,"erneuerten Thätigkeit des Comité, von der beabsichteten Volksversammlung, ",comité; volk;,,,,,,,,,,,,,,,,
645,532,14,252,den sich wiederholenden und allem Anscheine nach sich steigernden ,,,,,,,,,,,,,,,,,
645,532,14,253,"Forderungen an Regierung und großen Rath, suchte ihm die Nothwendigkeit ",regierung; noth;,,,,,,,,,,,,,,,,
645,532,14,254,vereinten Handelns und Wirkens darzuthun und versprach meinerseits gerne ,,,,,,,,,,,,,,,,,
645,532,14,255,"auf jedes Extrem zu verzichten und zu Allem zu stimmen, was die ",,,,,,,,,,,,,,,,,
645,532,14,256,Wiederherstellung von Ruhe und Ordnung bewirken und das Ansehen der ,ordnung; ruhe;,,,,,,,,,,,,,,,,
645,532,14,257,Regierung aufrecht halten könnte. ,regierung;,,,,,,,,,,,,,,,,
645,532,14,258,"Eduard Sulzer tadelte unumwunden den Erlaß vom 23. und behauptete, ohne ",,,sulzer;,,,,,,,,,,,,,,
645,532,14,259,diese neue Aufreizung von unserer Seite hatten die Machinationen des ,,,,,,,,,,,,,,,,,
645,532,14,260,Comité nach und nach allen Einfluß und Succeß verloren. ,comité;,,,,,,,,,,,,,,,,
645,532,14,261,"Der Erlaß, fuhr er fort, sei leider da und man werde dazu stehen oder ihn ",,,,,,,,,,,,,,,,,
645,532,14,262,zurücknehmen müssen. ,,,,,,,,,,,,,,,,,
645,532,14,263,"Letzteres könne nicht angehen, dagegen dürfte demselben eine beruhigende ",,,,,,,,,,,,,,,,,
645,532,14,264,Interpretation nachzusenden sein. ,,,,,,,,,,,,,,,,,
645,532,14,265,"Als ich von sich wiederholenden Forderungen sprach, ",,,,,,,,,,,,,,,,,
645,532,14,266,richtete er die Frage an mich: aber was will man denn noch? ,,,,,,,,,,,,,,,,,
645,532,14,267,"Ich freute mich der Gelegenheit, ihn erinnern zu können, daß unter die ",,,,,,,,,,,,,,,,,
645,532,14,268,"angelegensten Wünsche der 40,000 auch der einer gemischten Synode, so wie ",,,,,,,,,,,,,,,,,
645,532,14,269,"der gehört habe, dem Kirchenrathe einen Antheil an den Wahlen der ",kirche;,,,,,,,,,,,,,,,,
645,532,14,270,"theologischen Professoren und der Religionslehrer am Seminar einzuräumen, ",,,,,,,,,,,,,,,,,
645,532,14,271,daß dieser letztere seiner [-24-]Zeit von der betreffenden Großraths-,,,,,,,,,,,,,,,,,
645,532,14,272,"Commission in ihrem Antrage berücksichtigt, bei der Begutachtung des ",commission;,,,,,,,,,,,,,,,,
645,532,14,273,"Regierungsrathes aber hauptsächlich auch unter seiner, Herrn Sulzers, ",regierungsrath;,,sulzer;,,,,,,,,,,,,,,
645,532,14,274,"Beiwirkung, beide dann auch im großen Rathe beseitigt worden wären. Er ",,,,,,,,,,,,,,,,,
645,532,14,275,erwiderte sehr wenig hierauf; gleichwohl verließ ich ihn mit der ,,,,,,,,,,,,,,,,,
645,532,14,276,"Hoffnung, unsere Ansichten werden diesmal nicht weit aus einander gehen ",,,,,,,,,,,,,,,,,
645,532,14,277,und wir könnten und würden treu zusammen halten.,,,,,,,,,,,,,,,,,
645,532,14,278,Ohne irgend welche Einladung hatten sich an diesem Tage etwa 60 Männer ,,,,,,,,,,,,,,,,,
645,532,14,279,"aus allen Gegenden des Kantons, ",,,,,,,,,,,,,,,,,
645,532,14,280,"die ich hier bloß darum nicht nenne, um nicht Veranlassung zu neuem Haß ",,,,,,,,,,,,,,,,,
645,532,14,281,"und neuer Verfolgung zu geben, auf dem rothen Thurm besammelt. ",,,,,,,,,,,,,,,,,
645,532,14,282,Mehrerer Namen sind bis damals nur mit Achtung von jeder Partei genannt ,,,,,,,,,,,,,,,,,
645,532,14,283,worden. ,,,,,,,,,,,,,,,,,
645,532,14,284,"Alles war überzeugt, daß Sturm und Entscheid mit schnellen Schritten ",,,,,,,,,,,,,,,,,
645,532,14,285,herannahen ,,,,,,,,,,,,,,,,,
645,532,14,286,"und Alles hoffte auf die Festigkeit der Regierung, als das einzige ",regierung;,,,,,,,,,,,,,,,,
645,532,14,287,"Mittel, den Staat aufrecht zu erhalten. ",,,,,,,,,,,,,,,,,
645,532,14,288,"Dieselbe darin noch zu bestärken, wurde eine Adresse an sie beschlossen ",,,,,,,,,,,,,,,,,
645,532,14,289,und solche durch 5 Abgeordnete an Bürgermeister Heß überbracht.,bürger;,,,,,,,,,,,,,,,,
645,532,14,290,Am 31. wurden die erwähnten Einfragen jener acht ,,,,,,,,,,,,,,,,,
645,532,14,291,Gemeindsvorsteherschaften vorgelegt. ,,,,,,,,,,,,,,,,,
645,532,14,292,"Ich wurde in Anfrage genommen, vertheidigte nochmals den Beschluß vom 23. ",,,,,,,,,,,,,,,,,
645,532,14,293,"und suchte sowohl aus dem, was von Seite des Central-Comité gegen ",comité;,,,,,,,,,,,,,,,,
645,532,14,294,"denselben gethan worden war, als aus der Art und Manier, mit welcher ",,,,,,,,,,,,,,,,,
645,532,14,295,"einzelne der vorliegenden Zuschriften gegen den Regierungsrath sprachen, ",regierungsrath;,,,,,,,,,,,,,,,,
645,532,14,296,"darzuthun, daß sein Ansehen und seine Kraft, und mit denselben die ",,,,,,,,,,,,,,,,,
645,532,14,297,"künftige Geschichte von den Beschlüssen [-25—]abhangen, die heute gefaßt ",,,,,,,,,,,,,,,,,
645,532,14,298,"werden, ",,,,,,,,,,,,,,,,,
645,532,14,299,"daß es deßwegen unsere Pflicht sei, alle die Maßregeln zu ergreifen, ",,,,,,,,,,,,,,,,,
645,532,14,300,welche durch die Umstände geboten werden. ,,,,,,,,,,,,,,,,,
645,532,14,301,Unter diesen Umständen und namentlich der bevorstehenden Volksversammlung ,volk;,,,,,,,,,,,,,,,,
645,532,14,302,wegen dürfte die Einberufung von Truppen eine dieser Maßregeln sein. ,,,,,,,,,,,,,,,,,
645,532,14,303,"Die vorliegenden Zuschriften betreffend, bemerkte ich, unter andern ",,,,,,,,,,,,,,,,,
645,532,14,304,Verhältnissen wäre wohl die eine oder andere derselben unbeantwortet ,wort;,,,,,,,,,,,,,,,,
645,532,14,305,"zurückgewiesen worden, ",,,,,,,,,,,,,,,,,
645,532,14,306,"jetzt müsse man sich, nach meiner Ansicht, damit begnügen, durch eine ",,,,,,,,,,,,,,,,,
645,532,14,307,neue Kundmachung dem Volk im Allgemeinen den Sinn des Erlasses vom 23. zu ,volk;,,,,,,,,,,,,,,,,
645,532,14,308,erklären. ,,,,,,,,,,,,,,,,,
645,532,14,309,"Ich hatte nicht gewagt auf Einberufung von Truppen bestimmt anzutragen, ",,,,,,,,,,,,,,,,,
645,532,14,310,und deutete deßhalb auch bloß darauf hin; ,,,,,,,,,,,,,,,,,
645,532,14,311,zu meinem Erstaunen und zu meiner Beruhigung fand die Andeutung nicht nur ,,,,,,,,,,,,,,,,,
645,532,14,312,"keinen Widerspruch, sie ward so aufgenommen, als ob es sich von selbst ",,,,,,,,,,,,,,,,,
645,532,14,313,verstände. ,,,,,,,,,,,,,,,,,
645,532,14,314,Nur Hegetschweiler machte die Bedingung gleichzeitiger Einberufung des ,,,hegetschweiger;,,,,,,,,,,,,,,
645,532,14,315,"großen Rathes, um ihm über die Maßregel Rechenschaft geben zu können, ",,,,,,,,,,,,,,,,,
645,532,14,316,"M. Sulzer, hiemit, den Zeitpunkt ausgenommen, den er noch verschieben ",,,sulzer;,,,,,,,,,,,,,,
645,532,14,317,"wollte, einverstanden, empfahl die Vorsicht, die Truppen bloß als ",,,,,,,,,,,,,,,,,
645,532,14,318,Soldaten und nicht als Partei zu betrachten und nicht außerhalb der Stadt ,,,,,,,,,,,,,,,,,
645,532,14,319,zu verwenden ,,,,,,,,,,,,,,,,,
645,532,14,320,"und Escher wollte diese Anordnung bloß als polizeiliche, nicht als ",ordnung;,,escher;,,,,,,,,,,,,,,
645,532,14,321,militärische Maßregel betrachtet wissen. ,,,,,,,,,,,,,,,,,
645,532,14,322,Mit Einmuth wurde demnach die Einberufung des vierten Auszügerbataillons ,,,,,,,,,,,,,,,,,
645,532,14,323,"beschlossen und Herrn Oberst Hirzel das Commando übertragen, so wie dem ",,,oberst hirzel;,,,,,,,,,,,,,,
645,532,14,324,"ersten Bataillon in Erinnerung zu bringen, daß es sich schon auf dem [-",,,,,,,,,,,,,,,,,
645,532,14,325,26—]Piquet befinde. ,,,,,,,,,,,,,,,,,
645,532,14,326,"Während man nun zur Behandlung anderweitiger Geschäfte überging, ",,,,,,,,,,,,,,,,,
645,532,14,327,"redigirten Eduard Sulzer und Zehnder im Nebenzimmer die Proklamation, wie ",,,sulzer;,,,,,,,,,,,,,,
645,532,14,328,sie unterm 31. erlassen worden ist. 10)[ ] ,,,,,,,,,,,,,,,,,
645,532,14,329,"Den [-27—]Tag der Einberufunq des Großen Rathes behielt man sich vor, in ",,,,,,,,,,,,,,,,,
645,532,14,330,"der nächsten Sitzung festzusetzen, ",,,,,,,,,,,,,,,,,
645,532,14,331,"so wie [-28—]man auch 3 Mitglieder, Weiß, Eduard Sulzer und Zehnder, mit ",mitglied;,,sulzer;,,,,,,,,,,,,,,
645,532,14,332,der Abfassung des demselben zu erstattenden Berichtes beauftragte.11)[ ],,,,,,,,,,,,,,,,,
645,532,14,333,[-29-]Der 1. Sept. (Sonntag) ging ruhig vorüber. ,,,,,,,,,,,,,,,,,
645,532,14,334,"Am thätigsten war das Comité, thätiger allerdings [-30—]als die ",comité;,,,,,,,,,,,,,,,,
645,532,14,335,Regierung. ,regierung;,,,,,,,,,,,,,,,,
645,532,14,336,"Von jenem erfuhr ich am Morgen bei Herrn Heß, daß es statt des ",,,,,,,,,,,,,,,,,
645,532,14,337,"gedruckten, sequestrirten [-31—] Commentars einen lithographirten ",,,,,,,,,,,,,,,,,
645,532,14,338,"verbreitet hatte, worin eine etwas mildere Saite aufgezogen [-32—]war, ",,,,,,,,,,,,,,,,,
645,532,14,339,der aber immer noch die Leute aufregte und gegen den Regierungserlaß zu ,regierung;,,,,,,,,,,,,,,,,
645,532,14,340,stimmen suchte.,,,,,,,,,,,,,,,,,
645,532,14,341,"Hr. [-33—]Heß erzählte mir ferner von Vorbereitungen, die am See ",,,,see;,,,,,,,,,,,,,
645,532,14,342,"getroffen würden, die Mitglieder der Comités sicher nach Kloten zu ",comité; mitglied;,,,,,,,,,,,,,,,,
645,532,14,343,begleiten. ,,,,,,,,,,,,,,,,,
645,532,14,344,Hptm. Fehr kam eben dazu; er wußte nichts davon. ,,,,,,,,,,,,,,,,,
645,532,14,345,"Mir schien, er nicht viel wissen zu wollen und was ich hörte, machte auf ",,,,,,,,,,,,,,,,,
645,532,14,346,"mich den Eindruck, als ob Hr. Fehr nichts sagen wollte, als was man ",,,,,,,,,,,,,,,,,
645,532,14,347,bereits wußte. ,,,,,,,,,,,,,,,,,
645,532,14,348,Hr. Heß bemerkte z. B. es werde in der Stadt ein gedrucktes oder ,,,,,,,,,,,,,,,,,
645,532,14,349,lithographirtes Blättchen herumgeboten. ,,,,,,,,,,,,,,,,,
645,532,14,350,"Mit unsicherm Wortschwall erwiederte Hr. Fehr, ja, es sei wahr, jetzt ",wort;,,,,,,,,,,,,,,,,
645,532,14,351,komme ihm auch der Sinn daran. ,,,,,,,,,,,,,,,,,
645,532,14,352,"Auf die Frage nach dessen Inhalt gab er zur Antwort, er sei zufällig dazu ",wort;,,,,,,,,,,,,,,,,
645,532,14,353,"gekommen, wie auf der untern Brücke ein Unbekannter einem andern ein ",,,,,,,,,,,,,,,,,
645,532,14,354,"Blättchen vorlas, das große gedruckte Lettern hatte, was es aber ",,,,,,,,,,,,,,,,,
645,532,14,355,"enthielt, wisse er nicht. ",,,,,,,,,,,,,,,,,
645,532,14,356,"Nach einer Pause fragte ich ihn, ob er sich nicht nach dem Inhalt ",,,,,,,,,,,,,,,,,
645,532,14,357,erkundigt habe. ,,,,,,,,,,,,,,,,,
645,532,14,358,"Erst jetzt fuhr er fort, er habe darnach greifen wollen, der Andere sei ",,,,,,,,,,,,,,,,,
645,532,14,359,"aber damit entwischt und er habe gedacht: warte du, ich will dich schon ",,,,,,,,,,,,,,,,,
645,532,14,360,finden. ,,,,,,,,,,,,,,,,,
645,532,14,361,Wahrscheinlich war es nichts anderes als die an diesem Tage verbreitete ,,,,,,,,,,,,,,,,,
645,532,14,362,"an die „Glaubensgenossen der Stadt'' [-34-]gerichtete Einladung, sich ",glaube;,,,,,,,,,,,,,,,,
645,532,14,363,Morgen dem Zuge der Landleute nach Kloten anzuschließen. 11b),land;,,,,,,,,,,,,,,,,
645,532,14,364,Gegen Abend trafen einige dieser vom See in der Stadt ein. ,,,,see;,,,,,,,,,,,,,
645,532,14,365,"Hürlimann war ohne Lärm zu machen, durch und nach Kloten gefahren. ",,,,,,,,,,,,,,,,,
645,532,14,366,"Wie ich später vernahm, war der Zug aus dem östlichen Theil des Kantons ",,,,,,,,,,,,,,,,,
645,532,14,367,"schon an diesem Abend sehr lebhaft, ",,,,,,,,,,,,,,,,,
645,532,14,368,"und ein Augenzeuge versicherte mich noch an jenem Abend, zwischen ",,,,,,,,,,,,,,,,,
645,532,14,369,"Fehraltorf und Pfäffikon, ungefähr um 5 Uhr, durch mehr als 5—600 passirt ",,,,pfäffikon;,,,,,,,,,,,,,
645,532,14,370,"zu sein. Die Straße wimmelte die Nacht über von Fußgängern, Reitenden und ",,,,,,,,,,,,,,,,,
645,532,14,371,Fahrenden. ,,,,,,,,,,,,,,,,,
645,532,14,372,"Durch die Stadt sah ich am Morgen des 2ten mehrere Züge, den stärksten ",,,,,,,,,,,,,,,,,
645,532,14,373,"aus der Stadt und Neumünster, die unter 2 Fahnen ",,,,,,,,,,,,,,,,,
645,532,14,374,"und wie man sagt, mit den Hrn. Oberstl. Bürkli und Hptm. Frei an der ",,,bürkli;,,,,,,,,,,,,,,
645,532,14,375,"Spitze, dahin zogen. ",,,,,,,,,,,,,,,,,
645,532,14,376,Der Regen fiel in Strömen vom Himmel.,,,,,,,,,,,,,,,,,
645,532,14,377,Ueber die Stärke des in Kloten versammelt gewesenen Volkes kann ich ,volk;,,,,,,,,,,,,,,,,
645,532,14,378,"nichts Zuverläßiges sagen; die meisten Angaben gehen auf 8—10,000. ",,,,,,,,,,,,,,,,,
645,532,14,379,"Was mir [-35—]über die verschiedenen Mittel, eine große Zahl zusammen zu ",,,,,,,,,,,,,,,,,
645,532,14,380,"bringen, erzählt worden ist, gehört nicht zu dieser Darstellung. ",,,,,,,,,,,,,,,,,
645,532,14,381,"Genug, die Leute waren da und das ist's eben, was man wollte. ",,,,,,,,,,,,,,,,,
645,532,14,382,"Mir kommt es jetzt vor, wie wenn ein General vor der Schlacht über seine ",,,,,,,,,,,,,,,,,
645,532,14,383,Armee Heerschau hält und je nach dem Ergebnis? seinen Plan macht. ,,,,,,,,,,,,,,,,,
645,532,14,384,"Die Regierung hatte ihr — Bataillon, die Stadt ihre — Bürgerwache.",regierung; bürger;,,,,,,,,,,,,,,,,
645,532,14,385,"Um Mittag begab ich mich nochmals zu Eduard Sulzer, in gleicher Absicht, ",,,sulzer;,,,,,,,,,,,,,,
645,532,14,386,wie unlängst. ,,,,,,,,,,,,,,,,,
645,532,14,387,"Ich sagte ihm u. A., wir dürfen auf unser Bataillon schwerlich rechnen, ",,,,,,,,,,,,,,,,,
645,532,14,388,"da sich ein Geist der Insubordination und des Widerspruches zeige, der ",,,,,,,,,,,,,,,,,
645,532,14,389,nicht viel Gutes verspreche. ,,,,,,,,,,,,,,,,,
645,532,14,390,Wirklich hatte mir am Vormittag Hr. Oberstl. Brunner im Auftrag von Hr. ,,,,,,,,,,,,,,,,,
645,532,14,391,"Oberst Hirzel, rapportirt, es habe schon gestern Abend ein unangenehmer ",,,oberst hirzel;,,,,,,,,,,,,,,
645,532,14,392,Auftritt statt gefunden. ,,,,,,,,,,,,,,,,,
645,532,14,393,Nach dem Lichterlöschen stellte sich ein Soldat unter die Zimmerthüre und ,,,,,,,,,,,,,,,,,
645,532,14,394,rief in den Gang hinaus: he! jetzt haben wir einmal Wein gehabt! (der ,,,,,,,,,,,,,,,,,
645,532,14,395,"Kriegsrath, den weiten Marsch der Leute bei schlechter Witterung ",,,,,,,,,,,,,,,,,
645,532,14,396,"bedenkend, hatte nämlich die Verabfolgung einer Weinration angeordnet.) ",,,,,,,,,,,,,,,,,
645,532,14,397,"Ermüdet, durchnäßt und zum Theil von Wein, der auch noch unterwegs ",,,,,,,,,,,,,,,,,
645,532,14,398,"genossen worden, vielleicht auch durch allerlei Gespräche auf der Straße, ",,,,,,,,,,,,,,,,,
645,532,14,399,"erhitzt und mißstimmt, gaben, als der Offizier den Schreier in Arrest ",,,,,,,,,,,,,,,,,
645,532,14,400,"setzte, zuerst die Zimmerkameraden laut und verlangten dessen ",,,,,,,,,,,,,,,,,
645,532,14,401,"Freilassung. Der Lärm verbreitete sich von Zimmer zu Zimmer, endlich auf ",,,,,,,,,,,,,,,,,
645,532,14,402,"dem ganzen Flügel. Hr. Oberstl. Sulzberqer, nach einer kurzen mehr pro ",,,,,,,,,,,,,,,,,
645,532,14,403,"Forma angehobenen Untersuchung [-36—], gab ihn frei und beschwichtigte so ",,,,,,,,,,,,,,,,,
645,532,14,404,die Leute. ,,,,,,,,,,,,,,,,,
645,532,14,405,"Schon beim Fassen der Patronen flossen, wie mir Hr. Oberst Hirzel ",,,oberst hirzel;,,,,,,,,,,,,,,
645,532,14,406,"versicherte, zweideutige Aeusserungen und späterhin wurden ähnliche ",,,,,,,,,,,,,,,,,
645,532,14,407,"Fragen von Einzelnen hingeworfen, weßwegen sie hier seien? ob sie nicht ",,,,,,,,,,,,,,,,,
645,532,14,408,"Narren wären, sich immer brauchen zu lassen? u. dgl.",,,,,,,,,,,,,,,,,
645,532,14,409," — Was ist unter solchen Umständen zu machen, fragte mich Hr. Sulzer. ",,,sulzer;,,,,,,,,,,,,,,
645,532,14,410,"Wir sprachen von Abdankung, fanden aber, in diesem Momente wäre es nicht ",,,,,,,,,,,,,,,,,
645,532,14,411,wohlgethan; ,,,,,,,,,,,,,,,,,
645,532,14,412,auch von Intervention war die Rede. ,,,,,,,,,,,,,,,,,
645,532,14,413,Allein hier erklärte mir Hr. Sulzer wörtlich: sobald Sie oder Jemand ,,,sulzer;,,,,,,,,,,,,,,
645,532,14,414,"diese in der Regierung zur Sprache bringen und durchzusetzen suchen, ",regierung;,,,,,,,,,,,,,,,,
645,532,14,415,werden wir uns entschieden zur andern Parthei schlagen. ,,,,,,,,,,,,,,,,,
645,532,14,416,Nach einer Pause fügte er bei: mich dauert nur R. Rath N.; Sie wissen ,,,,,,,,,,,,,,,,,
645,532,14,417,sich doch zu helfen.,,,,,,,,,,,,,,,,,
645,532,14,418, — Mein Negociren war zu Ende.,,,,,,,,,,,,,,,,,
645,532,14,419,Um halb 4 Uhr wurde zu ausserordentlicher Sitzung eingeladen. ,,,,,,,,,,,,,,,,,
645,532,14,420,"Hr. Heß eröffnete sie mit der Anzeige, von Kloten haben sich so eben 22 ",,,,,,,,,,,,,,,,,
645,532,14,421,Deputirte 12)[ ] [-37—]bei ihm eingefunden und mündlich durch das Organ ,,,,,,,,,,,,,,,,,
645,532,14,422,"der Hrn. Hüni, Escher-Schultheß und B. Hirzel, dann auch schriftlich ",,,escher; hirzel B.;,,,,,,,,,,,,,,
645,532,14,423,durch ein Adresse 13a)[ ] die verschiedenen [-38—]durch die ,,,,,,,,,,,,,,,,,
645,532,14,424,Einstimmigkeit des dort versammelten Volkes unterstützten Wünsche ihm zur ,volk;,,,,,,,,,,,,,,,,
645,532,14,425,"Kenntniß [-39-]gebracht, ",,,,,,,,,,,,,,,,,
645,532,14,426,"mit der weitern Bemerkung, daß dasselbe der unverweilten Beantwortung der ",wort;,,,,,,,,,,,,,,,,
645,532,14,427,Adresse dort entgegenharre [-40—]. Nach der Versicherung von Hrn. Heß ,,,,,,,,,,,,,,,,,
645,532,14,428,"sollen die Anreden der drei Wortführer in ruhigem, [-41-] ",wort;,,,,,,,,,,,,,,,,
645,532,14,429,leidenschaftlosem Tone gehalten gewesen sei ,,,,,,,,,,,,,,,,,
645,532,14,430,und ihre Hauptbeschwerde in der Klage über die dem engern Comité ,comité;,,,,,,,,,,,,,,,,
645,532,14,431,gemachten Zulagen von Aufwiegelung und Mißbrauch des Staatsorganismus ,,,,,,,,,,,,,,,,,
645,532,14,432,bestanden haben. ,,,,,,,,,,,,,,,,,
645,532,14,433,"Die Antwort, welche der Reg. Rath der im Casino darauf wartenden ",wort;,,,,,,,,,,,,,,,,
645,532,14,434,"Deputatschaft zu ertheilen beschloß, war ganz dem von Anfang an von ihm ",,,,,,,,,,,,,,,,,
645,532,14,435,eingeschlagenen Systeme getreu: ein schwankendes weder Ja noch Nein! ,,,,,,,,,,,,,,,,,
645,532,14,436,"Ueber das, was die Regierung gethan, hieß es, werde der große Rath ",regierung;,,,,,,,,,,,,,,,,
645,532,14,437,urtheilen; die Staatsanwaltschaft habe von sich aus jene Klage ,,,,,,,,,,,,,,,,,
645,532,14,438,eingeleitet ,,,,,,,,,,,,,,,,,
645,532,14,439,"Und [-42—]am Reg. Rathe sei es nicht, darüber Verfügungen zu treffen; ",,,,,,,,,,,,,,,,,
645,532,14,440,dieselbe sei auf eine von anderer Seite her (dem Statthalteramte Bülach) ,,,,,,,,,,,,,,,,,
645,532,14,441,gegen sie eingereichte Klage wegen Verfassungsverletzung bereits zur ,,,,,,,,,,,,,,,,,
645,532,14,442,Berichterstattung aufgefordert und was die Befehle der Hrn. Statthalter ,,,,,,,,,,,,,,,,,
645,532,14,443,"betreffe, so habe die Kundmachung vom 31. den Sinn erklärt, in welchem ",,,,,,,,,,,,,,,,,
645,532,14,444,der Erlaß vom 23. gemeint gewesen sei. 13b) ,,,,,,,,,,,,,,,,,
645,532,14,445,"Mit dieser Antwort [-43—], glaubte Hr. Heß, werden sich die Petenten ",wort;,,,,,,,,,,,,,,,,
645,532,14,446,begnügen; ,,,,,,,,,,,,,,,,,
645,532,14,447,"Hr. Hegetschweiler hingegen äußerte sich, er wünsche es, zweifle aber ",,,hegetschweiger;,,,,,,,,,,,,,,
645,532,14,448,sehr daran. ,,,,,,,,,,,,,,,,,
645,532,14,449,Er hatte richtig gesehen! Noch denselben Abend machte ein engerer ,,,,,,,,,,,,,,,,,
645,532,14,450,"Ausschuß dem Volke schriftlich kund, daß er seinerseits die Antwort des ",volk; wort;,,,,,,,,,,,,,,,,
645,532,14,451,"Reg. Rathes nicht billige, er fordere daher die Gemeinds- und ",,,,,,,,,,,,,,,,,
