"Transcript","Author","Bibliography","Sequence_no","Text","places","footing (IM)","encounter (Goffman)","PC","comment","Story elemet",
14,645,532,279,"aus allen Gegenden des Kantons, ",,,,,,,
14,645,532,280,"die ich hier bloß darum nicht nenne, um nicht Veranlassung zu neuem Haß ",,,,,,,
14,645,532,281,"und neuer Verfolgung zu geben, auf dem rothen Thurm besammelt. ",,,,,,,
14,645,532,282,"Mehrerer Namen sind bis damals nur mit Achtung von jeder Partei genannt ",,,,,,,
14,645,532,283,"worden. ",,,,,,,
14,645,532,284,"Alles war überzeugt, daß Sturm und Entscheid mit schnellen Schritten ",,,,,,,
14,645,532,285,"herannahen ",,,,,,,
14,645,532,286,"und Alles hoffte auf die Festigkeit der Regierung, als das einzige ","regierung;",,,,,,
14,645,532,287,"Mittel, den Staat aufrecht zu erhalten. ",,,,,,,
14,645,532,288,"Dieselbe darin noch zu bestärken, wurde eine Adresse an sie beschlossen ",,,,,,,
14,645,532,289,"und solche durch 5 Abgeordnete an Bürgermeister Heß überbracht.","bürger;",,,,,,
14,645,532,290,"Am 31. wurden die erwähnten Einfragen jener acht ",,,,,,,
14,645,532,291,"Gemeindsvorsteherschaften vorgelegt. ",,,,,,,
14,645,532,292,"Ich wurde in Anfrage genommen, vertheidigte nochmals den Beschluß vom 23. ",,,,,,,
14,645,532,293,"und suchte sowohl aus dem, was von Seite des Central-Comité gegen ","comité;",,,,,,
14,645,532,294,"denselben gethan worden war, als aus der Art und Manier, mit welcher ",,,,,,,
14,645,532,295,"einzelne der vorliegenden Zuschriften gegen den Regierungsrath sprachen, ","regierungsrath;",,,,,,
14,645,532,296,"darzuthun, daß sein Ansehen und seine Kraft, und mit denselben die ",,,,,,,
14,645,532,297,"künftige Geschichte von den Beschlüssen [-25—]abhangen, die heute gefaßt ",,,,,,,
14,645,532,298,"werden, ",,,,,,,
14,645,532,299,"daß es deßwegen unsere Pflicht sei, alle die Maßregeln zu ergreifen, ",,,,,,,
14,645,532,300,"welche durch die Umstände geboten werden. ",,,,,,,
14,645,532,301,"Unter diesen Umständen und namentlich der bevorstehenden Volksversammlung ","volk;",,,,,,
14,645,532,302,"wegen dürfte die Einberufung von Truppen eine dieser Maßregeln sein. ",,,,,,,
14,645,532,303,"Die vorliegenden Zuschriften betreffend, bemerkte ich, unter andern ",,,,,,,
14,645,532,304,"Verhältnissen wäre wohl die eine oder andere derselben unbeantwortet ","wort;",,,,,,
14,645,532,305,"zurückgewiesen worden, ",,,,,,,
14,645,532,306,"jetzt müsse man sich, nach meiner Ansicht, damit begnügen, durch eine ",,,,,,,
14,645,532,307,"neue Kundmachung dem Volk im Allgemeinen den Sinn des Erlasses vom 23. zu ","volk;",,,,,,
14,645,532,308,"erklären. ",,,,,,,
14,645,532,309,"Ich hatte nicht gewagt auf Einberufung von Truppen bestimmt anzutragen, ",,,,,,,
14,645,532,310,"und deutete deßhalb auch bloß darauf hin; ",,,,,,,
14,645,532,311,"zu meinem Erstaunen und zu meiner Beruhigung fand die Andeutung nicht nur ",,,,,,,
14,645,532,312,"keinen Widerspruch, sie ward so aufgenommen, als ob es sich von selbst ",,,,,,,
14,645,532,313,"verstände. ",,,,,,,
14,645,532,314,"Nur Hegetschweiler machte die Bedingung gleichzeitiger Einberufung des ",,,"hegetschweiger;",,,,
14,645,532,315,"großen Rathes, um ihm über die Maßregel Rechenschaft geben zu können, ",,,,,,,
14,645,532,316,"M. Sulzer, hiemit, den Zeitpunkt ausgenommen, den er noch verschieben ",,,"sulzer;",,,,
14,645,532,317,"wollte, einverstanden, empfahl die Vorsicht, die Truppen bloß als ",,,,,,,
14,645,532,318,"Soldaten und nicht als Partei zu betrachten und nicht außerhalb der Stadt ",,,,,,,
14,645,532,319,"zu verwenden ",,,,,,,
14,645,532,320,"und Escher wollte diese Anordnung bloß als polizeiliche, nicht als ","ordnung;",,"escher;",,,,
14,645,532,321,"militärische Maßregel betrachtet wissen. ",,,,,,,
14,645,532,322,"Mit Einmuth wurde demnach die Einberufung des vierten Auszügerbataillons ",,,,,,,
14,645,532,323,"beschlossen und Herrn Oberst Hirzel das Commando übertragen, so wie dem ",,,"oberst hirzel;",,,,
14,645,532,324,"ersten Bataillon in Erinnerung zu bringen, daß es sich schon auf dem [-",,,,,,,
14,645,532,325,"26—]Piquet befinde. ",,,,,,,
14,645,532,326,"Während man nun zur Behandlung anderweitiger Geschäfte überging, ",,,,,,,
14,645,532,327,"redigirten Eduard Sulzer und Zehnder im Nebenzimmer die Proklamation, wie ",,,"sulzer;",,,,
14,645,532,328,"sie unterm 31. erlassen worden ist. 10)[ ] ",,,,,,,
14,645,532,329,"Den [-27—]Tag der Einberufunq des Großen Rathes behielt man sich vor, in ",,,,,,,
14,645,532,330,"der nächsten Sitzung festzusetzen, ",,,,,,,
14,645,532,331,"so wie [-28—]man auch 3 Mitglieder, Weiß, Eduard Sulzer und Zehnder, mit ","mitglied;",,"sulzer;",,,,
14,645,532,332,"der Abfassung des demselben zu erstattenden Berichtes beauftragte.11)[ ]",,,,,,,
14,645,532,333,"[-29-]Der 1. Sept. (Sonntag) ging ruhig vorüber. ",,,,,,,
14,645,532,334,"Am thätigsten war das Comité, thätiger allerdings [-30—]als die ","comité;",,,,,,
14,645,532,335,"Regierung. ","regierung;",,,,,,
14,645,532,336,"Von jenem erfuhr ich am Morgen bei Herrn Heß, daß es statt des ",,,,,,,
14,645,532,337,"gedruckten, sequestrirten [-31—] Commentars einen lithographirten ",,,,,,,
14,645,532,338,"verbreitet hatte, worin eine etwas mildere Saite aufgezogen [-32—]war, ",,,,,,,
14,645,532,339,"der aber immer noch die Leute aufregte und gegen den Regierungserlaß zu ","regierung;",,,,,,
14,645,532,340,"stimmen suchte.",,,,,,,
14,645,532,341,"Hr. [-33—]Heß erzählte mir ferner von Vorbereitungen, die am See ",,,,"see;",,,
14,645,532,342,"getroffen würden, die Mitglieder der Comités sicher nach Kloten zu ","comité; mitglied;",,,,,,
14,645,532,343,"begleiten. ",,,,,,,
14,645,532,344,"Hptm. Fehr kam eben dazu; er wußte nichts davon. ",,,,,,,
14,645,532,345,"Mir schien, er nicht viel wissen zu wollen und was ich hörte, machte auf ",,,,,,,
14,645,532,346,"mich den Eindruck, als ob Hr. Fehr nichts sagen wollte, als was man ",,,,,,,
14,645,532,347,"bereits wußte. ",,,,,,,
14,645,532,348,"Hr. Heß bemerkte z. B. es werde in der Stadt ein gedrucktes oder ",,,,,,,
14,645,532,349,"lithographirtes Blättchen herumgeboten. ",,,,,,,
14,645,532,350,"Mit unsicherm Wortschwall erwiederte Hr. Fehr, ja, es sei wahr, jetzt ","wort;",,,,,,
14,645,532,351,"komme ihm auch der Sinn daran. ",,,,,,,
14,645,532,352,"Auf die Frage nach dessen Inhalt gab er zur Antwort, er sei zufällig dazu ","wort;",,,,,,
14,645,532,353,"gekommen, wie auf der untern Brücke ein Unbekannter einem andern ein ",,,,,,,
14,645,532,354,"Blättchen vorlas, das große gedruckte Lettern hatte, was es aber ",,,,,,,
14,645,532,355,"enthielt, wisse er nicht. ",,,,,,,
14,645,532,356,"Nach einer Pause fragte ich ihn, ob er sich nicht nach dem Inhalt ",,,,,,,
14,645,532,357,"erkundigt habe. ",,,,,,,
14,645,532,358,"Erst jetzt fuhr er fort, er habe darnach greifen wollen, der Andere sei ",,,,,,,
14,645,532,359,"aber damit entwischt und er habe gedacht: warte du, ich will dich schon ",,,,,,,
14,645,532,360,"finden. ",,,,,,,
14,645,532,361,"Wahrscheinlich war es nichts anderes als die an diesem Tage verbreitete ",,,,,,,
14,645,532,362,"an die „Glaubensgenossen der Stadt'' [-34-]gerichtete Einladung, sich ","glaube;",,,,,,
14,645,532,363,"Morgen dem Zuge der Landleute nach Kloten anzuschließen. 11b)","land;",,,,,,
14,645,532,364,"Gegen Abend trafen einige dieser vom See in der Stadt ein. ",,,,"see;",,,
14,645,532,365,"Hürlimann war ohne Lärm zu machen, durch und nach Kloten gefahren. ",,,,,,,
14,645,532,366,"Wie ich später vernahm, war der Zug aus dem östlichen Theil des Kantons ",,,,,,,
14,645,532,367,"schon an diesem Abend sehr lebhaft, ",,,,,,,
14,645,532,368,"und ein Augenzeuge versicherte mich noch an jenem Abend, zwischen ",,,,,,,
14,645,532,369,"Fehraltorf und Pfäffikon, ungefähr um 5 Uhr, durch mehr als 5—600 passirt ",,,,"pfäffikon;",,,
14,645,532,370,"zu sein. Die Straße wimmelte die Nacht über von Fußgängern, Reitenden und ",,,,,,,
14,645,532,371,"Fahrenden. ",,,,,,,
14,645,532,372,"Durch die Stadt sah ich am Morgen des 2ten mehrere Züge, den stärksten ",,,,,,,
14,645,532,373,"aus der Stadt und Neumünster, die unter 2 Fahnen ",,,,,,,
14,645,532,374,"und wie man sagt, mit den Hrn. Oberstl. Bürkli und Hptm. Frei an der ",,,"bürkli;",,,,
14,645,532,375,"Spitze, dahin zogen. ",,,,,,,
14,645,532,376,"Der Regen fiel in Strömen vom Himmel.",,,,,,,
14,645,532,377,"Ueber die Stärke des in Kloten versammelt gewesenen Volkes kann ich ","volk;",,,,,,
14,645,532,378,"nichts Zuverläßiges sagen; die meisten Angaben gehen auf 8—10,000. ",,,,,,,
14,645,532,379,"Was mir [-35—]über die verschiedenen Mittel, eine große Zahl zusammen zu ",,,,,,,
14,645,532,380,"bringen, erzählt worden ist, gehört nicht zu dieser Darstellung. ",,,,,,,
14,645,532,381,"Genug, die Leute waren da und das ist's eben, was man wollte. ",,,,,,,
14,645,532,382,"Mir kommt es jetzt vor, wie wenn ein General vor der Schlacht über seine ",,,,,,,
14,645,532,383,"Armee Heerschau hält und je nach dem Ergebnis? seinen Plan macht. ",,,,,,,
14,645,532,384,"Die Regierung hatte ihr — Bataillon, die Stadt ihre — Bürgerwache.","regierung; bürger;",,,,,,
14,645,532,385,"Um Mittag begab ich mich nochmals zu Eduard Sulzer, in gleicher Absicht, ",,,"sulzer;",,,,
14,645,532,386,"wie unlängst. ",,,,,,,
14,645,532,387,"Ich sagte ihm u. A., wir dürfen auf unser Bataillon schwerlich rechnen, ",,,,,,,
14,645,532,388,"da sich ein Geist der Insubordination und des Widerspruches zeige, der ",,,,,,,
14,645,532,389,"nicht viel Gutes verspreche. ",,,,,,,
14,645,532,390,"Wirklich hatte mir am Vormittag Hr. Oberstl. Brunner im Auftrag von Hr. ",,,,,,,
14,645,532,391,"Oberst Hirzel, rapportirt, es habe schon gestern Abend ein unangenehmer ",,,"oberst hirzel;",,,,
14,645,532,392,"Auftritt statt gefunden. ",,,,,,,
14,645,532,393,"Nach dem Lichterlöschen stellte sich ein Soldat unter die Zimmerthüre und ",,,,,,,
14,645,532,394,"rief in den Gang hinaus: he! jetzt haben wir einmal Wein gehabt! (der ",,,,,,,
14,645,532,395,"Kriegsrath, den weiten Marsch der Leute bei schlechter Witterung ",,,,,,,
14,645,532,396,"bedenkend, hatte nämlich die Verabfolgung einer Weinration angeordnet.) ",,,,,,,
14,645,532,397,"Ermüdet, durchnäßt und zum Theil von Wein, der auch noch unterwegs ",,,,,,,
14,645,532,398,"genossen worden, vielleicht auch durch allerlei Gespräche auf der Straße, ",,,,,,,
14,645,532,399,"erhitzt und mißstimmt, gaben, als der Offizier den Schreier in Arrest ",,,,,,,
14,645,532,400,"setzte, zuerst die Zimmerkameraden laut und verlangten dessen ",,,,,,,
14,645,532,401,"Freilassung. Der Lärm verbreitete sich von Zimmer zu Zimmer, endlich auf ",,,,,,,
14,645,532,402,"dem ganzen Flügel. Hr. Oberstl. Sulzberqer, nach einer kurzen mehr pro ",,,,,,,
14,645,532,403,"Forma angehobenen Untersuchung [-36—], gab ihn frei und beschwichtigte so ",,,,,,,
14,645,532,404,"die Leute. ",,,,,,,
14,645,532,405,"Schon beim Fassen der Patronen flossen, wie mir Hr. Oberst Hirzel ",,,"oberst hirzel;",,,,
14,645,532,406,"versicherte, zweideutige Aeusserungen und späterhin wurden ähnliche ",,,,,,,
14,645,532,407,"Fragen von Einzelnen hingeworfen, weßwegen sie hier seien? ob sie nicht ",,,,,,,
14,645,532,408,"Narren wären, sich immer brauchen zu lassen? u. dgl.",,,,,,,
14,645,532,409," — Was ist unter solchen Umständen zu machen, fragte mich Hr. Sulzer. ",,,"sulzer;",,,,
14,645,532,410,"Wir sprachen von Abdankung, fanden aber, in diesem Momente wäre es nicht ",,,,,,,
14,645,532,411,"wohlgethan; ",,,,,,,
14,645,532,412,"auch von Intervention war die Rede. ",,,,,,,
14,645,532,413,"Allein hier erklärte mir Hr. Sulzer wörtlich: sobald Sie oder Jemand ",,,"sulzer;",,,,
14,645,532,414,"diese in der Regierung zur Sprache bringen und durchzusetzen suchen, ","regierung;",,,,,,
14,645,532,415,"werden wir uns entschieden zur andern Parthei schlagen. ",,,,,,,
14,645,532,416,"Nach einer Pause fügte er bei: mich dauert nur R. Rath N.; Sie wissen ",,,,,,,
14,645,532,417,"sich doch zu helfen.",,,,,,,
14,645,532,418," — Mein Negociren war zu Ende.",,,,,,,
14,645,532,419,"Um halb 4 Uhr wurde zu ausserordentlicher Sitzung eingeladen. ",,,,,,,
14,645,532,420,"Hr. Heß eröffnete sie mit der Anzeige, von Kloten haben sich so eben 22 ",,,,,,,
14,645,532,421,"Deputirte 12)[ ] [-37—]bei ihm eingefunden und mündlich durch das Organ ",,,,,,,
14,645,532,422,"der Hrn. Hüni, Escher-Schultheß und B. Hirzel, dann auch schriftlich ",,,"escher; hirzel B.;",,,,
14,645,532,423,"durch ein Adresse 13a)[ ] die verschiedenen [-38—]durch die ",,,,,,,
14,645,532,424,"Einstimmigkeit des dort versammelten Volkes unterstützten Wünsche ihm zur ","volk;",,,,,,
14,645,532,425,"Kenntniß [-39-]gebracht, ",,,,,,,
14,645,532,426,"mit der weitern Bemerkung, daß dasselbe der unverweilten Beantwortung der ","wort;",,,,,,
14,645,532,427,"Adresse dort entgegenharre [-40—]. Nach der Versicherung von Hrn. Heß ",,,,,,,
14,645,532,428,"sollen die Anreden der drei Wortführer in ruhigem, [-41-] ","wort;",,,,,,
14,645,532,429,"leidenschaftlosem Tone gehalten gewesen sei ",,,,,,,
14,645,532,430,"und ihre Hauptbeschwerde in der Klage über die dem engern Comité ","comité;",,,,,,
14,645,532,431,"gemachten Zulagen von Aufwiegelung und Mißbrauch des Staatsorganismus ",,,,,,,
14,645,532,432,"bestanden haben. ",,,,,,,
14,645,532,433,"Die Antwort, welche der Reg. Rath der im Casino darauf wartenden ","wort;",,,,,,
14,645,532,434,"Deputatschaft zu ertheilen beschloß, war ganz dem von Anfang an von ihm ",,,,,,,
14,645,532,435,"eingeschlagenen Systeme getreu: ein schwankendes weder Ja noch Nein! ",,,,,,,
14,645,532,436,"Ueber das, was die Regierung gethan, hieß es, werde der große Rath ","regierung;",,,,,,
14,645,532,437,"urtheilen; die Staatsanwaltschaft habe von sich aus jene Klage ",,,,,,,
14,645,532,438,"eingeleitet ",,,,,,,
14,645,532,439,"Und [-42—]am Reg. Rathe sei es nicht, darüber Verfügungen zu treffen; ",,,,,,,
14,645,532,440,"dieselbe sei auf eine von anderer Seite her (dem Statthalteramte Bülach) ",,,,,,,
14,645,532,441,"gegen sie eingereichte Klage wegen Verfassungsverletzung bereits zur ",,,,,,,
14,645,532,442,"Berichterstattung aufgefordert und was die Befehle der Hrn. Statthalter ",,,,,,,
14,645,532,443,"betreffe, so habe die Kundmachung vom 31. den Sinn erklärt, in welchem ",,,,,,,
14,645,532,444,"der Erlaß vom 23. gemeint gewesen sei. 13b) ",,,,,,,
14,645,532,445,"Mit dieser Antwort [-43—], glaubte Hr. Heß, werden sich die Petenten ","wort;",,,,,,
14,645,532,446,"begnügen; ",,,,,,,
14,645,532,447,"Hr. Hegetschweiler hingegen äußerte sich, er wünsche es, zweifle aber ",,,"hegetschweiger;",,,,
14,645,532,448,"sehr daran. ",,,,,,,
14,645,532,449,"Er hatte richtig gesehen! Noch denselben Abend machte ein engerer ",,,,,,,
14,645,532,450,"Ausschuß dem Volke schriftlich kund, daß er seinerseits die Antwort des ","volk; wort;",,,,,,
14,645,532,451,"Reg. Rathes nicht billige, er fordere daher die Gemeinds- und ",,,,,,,
14,645,532,452,"Bezirkscomités zur ernsten und sorgfältigen Wachsamkeit auf. 13c)","comité;",,,,,,
14,645,532,453," – Unterdessen hatte sich die Versammlung [-44-]in Kloten ohne die ",,,,,,,
14,645,532,454,"Antwort abzuwarten, aufgelöst. ","wort;",,,,,,
14,645,532,455,"Ein großer Theil der Leute kam über Zürich zurück. ","zürich;",,,"zürich;",,,
14,645,532,456,"Die Ruhe war indessen nirgends gestört.","ruhe;",,,,,,
14,645,532,457," — Ob und welche weitere Verabredungen in Kloten stattgehabt, ist mir ",,,,,,,
14,645,532,458,"nicht bekannt geworden; namentlich kann ich in Bezug auf die hin und ",,,,,,,
14,645,532,459,"wieder aufgeworfene Frage, ob nicht hier der Gedanke an die Organisation ",,,,,,,
14,645,532,460,"des Landsturmes zuerst in Umlauf gekommen sei, bloße Vermuthungen haben. ","land;",,,,,,
14,645,532,461,"Nach dem Tenor des später anzuführenden Briefes von Rahn-Escher vom 5. an ",,,"escher;",,,,
14,645,532,462,"die Präsidenten der Bezirks-Comités scheint es wenigstens, als ob an ","comité;",,,,,,
14,645,532,463,"jenem Tage die Organisation schon vorhanden gewesen wäre. ",,,,,,,
14,645,532,464,"Die Zeit wird, was uns Andern noch dunkel ist, aufhellen.",,,,,,,
14,645,532,465,"[-45—]An diesem Abend war es, wo die beiden Berner Gesandten, Neuhaus und ",,,,,,,
14,645,532,466,"Steinhauer, während der Sitzung aufs Posthaus kamen und sich beim Reg. ",,,,,,,
14,645,532,467,"Rath anmelden ließen. ",,,,,,,
14,645,532,468,"Die Hrn. Hegetschweiler und Zehnder der wurden beauftragt, sie im ",,,"hegetschweiger;",,,,
14,645,532,469,"Nebenzimmer zu empfangen. ",,,,,,,
14,645,532,470,"Sie kamen zurück, als man noch in der Berathung jener Antwort begriffen ","wort;",,,,,,
14,645,532,471,"war. ",,,,,,,
14,645,532,472,"Was der Gegenstand der Unterhaltung im Nebenzimmer war, ist in der ",,,,,,,
14,645,532,473,"Sitzung nie eröffnet worden; ",,,,,,,
14,645,532,474,"wohl schien es, als ob die beiden Mitglieder in ihrer nächsten Umgebung ","mitglied;",,,,,,
14,645,532,475,"Einiges mittheilten; ",,,,,,,
14,645,532,476,"allein die entfernten vernahmen nichts davon, und obwohl man vermuthete, ",,,,,,,
14,645,532,477,"was es betreffe, so blieb es bei den meisten Mitgliedern bei dieser ","mitglied;",,,,,,
14,645,532,478,"Vermuthung.",,,,,,,
14,645,532,479,"Am 3. Vormittags war wieder Sitzung und die meiste Zeit mit Erledigung ",,,,,,,
14,645,532,480,"laufender Geschäfte zugebracht. ",,,,,,,
14,645,532,481,"Auf die Tagesgeschichte Bezügliches war einzig der Beschluß, das ",,,,,,,
14,645,532,482,"Infanterie-Bataillon zu entlassen, was auch sogleich geschah und die ",,,,,,,
14,645,532,483,"Festsetzung des 9ten als Vesammlungstag für den großen Rath. ",,,,,,,
14,645,532,484,"Nach längerer Erörterung wurde der Großrathssaal zum Versammlungsorte ",,,,,,,
14,645,532,485,"bestimmt.",,,,,,,
14,645,532,486,"Auch dieser 3te Sept. ging ruhig vorüber, wenn das fieberhafte Schlummern ",,,,,,,
14,645,532,487,"eines Kranken Ruhe heißen kann. ","ruhe;",,,,,,
14,645,532,488,"Alles war auf den 9ten gespannt, weil an diesem Tage der große Rath zu ",,,,,,,
14,645,532,489,"entscheiden hatte und weil Allem aufgeboten wurde, denselben irgend wie, ",,,,,,,
14,645,532,490,"vornehmlich durch eine imponirende Masse zu zwingen, den Sieg in die ",,,,,,,
14,645,532,491,"Hände der Bewegungspartei zu legen. ",,,,,,,
14,645,532,492,"In dieser Absicht lud Hürlimann-Landis viele Mitglieder desselben auf ","mitglied; land;",,,,,,
14,645,532,493,"diesen Abend zu einer Besprechung [-46—]dessen, was die Behörde als Nüsse ",,,,,,,
14,645,532,494,"zu knacken bekommen sollte, ins Casino ein. ",,,,,,,
14,645,532,495,"Die Zahl der Anwesenden war aber sehr gering.",,,,,,,
14,645,532,496,"Wie bemerkt, Jedermann mußte sich überzeugen, daß sich mit dem 9ten das ",,,,,,,
