"Transcript","Author","Bibliography","no","text","scene","invivo","chronology","people","places","footing (IM)","encounter (Goffman)","PC","comment","Story elemet"
12,532,279,184,"Solchen Gästen, Gesellschaften und Jagdparthieen wurde dann gebührende Rechnung gestellt.",,,,,,,,,,
12,532,279,185,"Hingegen wurde gegen Priester und Weltliche, welche etwa wegen Geschäften oder sonst einen Besuch beim Herrn Pfarrer machten, offene und freie Tafel gehalten.",,,,,,,,,,
12,532,279,186,"Es kam eine Menge solcher Gäste, zumal an den Kirchweihen.",,,,,,,,,,
12,532,279,187,"Mehrere Jahre nach einander machten, von Herrn Professor, nachmals Chorherrn Karl Gisler von Luzern, Bruder der Haushälterin des Pfarrers, geleitet, die Herren Professoren Joseph Anton Salzmann, nachmals Bischof von Basel, und Wiedmer, Höckerli-Wiedmer genannt, ein Männchen voll jovialen Witzes und Geistes, eine Luftänderung auf dem Berge.",,,,,,,,,,
12,532,279,188,"Bei solchen Anlässen war ich thätiger und emsiger Gehilfe;",,,,,,,,,,
12,532,279,189,"mir war der Keller anvertraut, welches Amt ich mit ziemlicher Gewissenhaftigkeit verwaltete, obwohl ich den Italiener nicht verschmähte;",,,,,,,,,,
12,532,279,190,"ich hatte auch die Tafel zurecht zu machen.",,,,,,,,,,
12,532,279,191,"Aber meine Scheue war so groß, daß ich mit NJemanden reden durfte und mich, sowie die Gäste eintraten, zu entfernen suchte.",,,,,,,,,,
12,532,279,192,"Nur in Gesellschaft von Priestern fand ich mich heimelig.",,,,,,,,,,
12,532,279,193,"Herr Professor Salzmann nahm mich ganz ein, weil er mich auf Spaziergängen mitführte, mir allerlei erzählte und Räthsel zu lösen aufgab.",,,,,,,,,,
12,532,279,194,"Die Väter Capuziner waren dem Herrn Pfarrer von den liebsten Gästen.",,,,,,,,,,
12,532,279,195,"Wenn er nach Altdorf oder Schwyz ging, wohin ich fast jedes Mal mitgenommen wurde, nahm er seine Einkehr in den Capuzinerklöstern und war da immer sehr gut aufgehoben.",,,,,,,,,,
12,532,279,196,"Mir waren die zwei Patres Gandenz und Constantin meine Augäpfel, sie waren einander so gleich, daß sie oft verwechselt, der Eine für den Andern angesehen wurden.",,,,,,,,,,
12,532,279,197,"Auch Pater Zingg, Baarfüßer von Luzern, ein trefflicher Prediger, besuchte den Herrn Pfarrer oft.",,,,,,,,,,
12,532,279,198,"Mochte kommen, wer da wollte, er fand in dem Pfarrhofe auf Seelisberg freundliche Bewirthung.",,,,,,,,,,
12,532,279,199,"Der Herr Pfarrer war auch ein Vater der Armen.",,,,,,,,,,
12,532,279,200,"Die Gemeinde Seelisberg zeichnete sich damals sowohl durch Sittlichkeit (in zehn Jahren gab es kein uneheliches Kind, keine gezwungene Ehe), als auch durch Wohlstand aus.",,,,,,,,,,
12,532,279,201,"In der ganzen Gemeinde war nur eine einzige arme Familie.",,,,,,,,,,
12,532,279,202,"Diese hatte von den Jahrzeitstiftungen hinlängliches Brod, welches jeweilen nach dem Gottesdienste von dem Sigrist, unter dem Rosenkranzgebete der Armen, ausgetheilt wurde.",,,,,,,,,,
12,532,279,203,"Der Seelisberg war aber der Zufluchtsort aller Armen und zumal Heimathlosen aus der Umgegend.",,,,,,,,,,
12,532,279,204,"Es wurde da keine [7] Polizei geübt und die Seelisberger beherbergten die fremden Armen Tage und Wochen lang.",,,,,,,,,,
12,532,279,205,"Es kamen Tag für Tag wohl zwanzig bis dreißig Bettler vor den Pfarrhof.",,,,,,,,,,
12,532,279,206,"Mir war das Geschäft des Almosenspendens übertragen.",,,,,,,,,,
12,532,279,207,"Der Pfarrer verwendete alles Opfer, welches die Seelisberger auf den Altar legten, und das nicht unbeträchtlich war, zu Almosen;",,,,,,,,,,
12,532,279,208,"er legte aber noch Vieles darauf.",,,,,,,,,,
12,532,279,209,"In politischer Beziehung war der Herr Pfarrer ein Verehrer des Herkommens, des Alten.",,,,,,,,,,
12,532,279,210,"Er wurde darum zur Zeit der helvetischen Revolution von den Franzosenfreunden, welche mit den Anhängern der Helvetia Eins waren, verfolgt.",,,,,,,,,,
12,532,279,211,"Er erzählte oft, wie der damalige Districtsstatthalter Anton Müller und der Agent Fürsprech Regli in der Nacht eine Abtheilung Truppen nach Seelisberg gesendet habe, um ihn und den Herrn Fürsprech Huser festzunehmen und fortzuführen.",,,,,,,,,,
12,532,279,212,"Er habe der Truppe, welche unter dem Commando von Ambras Z'graggen stand, zu essen und zu trinken geben lassen und habe mittlerweile die Pfarrbücher und andere Schriften versorgt.",,,,,,,,,,
12,532,279,213,"Dann habe man ihn nach Brunnen geführt, wo Pfarrer Betschart aus dem Muotathal, nebst den Gleichgesinnten von Uri und Schwyz, sich befanden und die Offiziere mit blanken Säbeln sie bewachten.",,,,,,,,,,
12,532,279,214,"In Luzern habe man dann die Urner, Schwyzer und Unterwaldner auf drei Wagen gepackt und sei unter Militärbegleitung mit ihnen davongefahren.",,,,,,,,,,
12,532,279,215,"Vom Basler Thor herab haben die Stadthuren von Luzern ihnen nachgeschrieen: An den Galgen mit ihnen!"" Sie aber haben auf ihren Karren den Rosenkranz gebetet.",,,,,,,,,,
12,532,279,216,"Anders sei die Begrüßung in dem protestantischen Basel gewesen.",,,,,,,,,,
12,532,279,217,"Als sie durch die Stadt gefahren, waren alle Fenster gedrängt voll Zuschauer, die Töchter von Basel wischten mit ihren weißen Nastüchern die Thränen von den Augen.",,,,,,,,,,
12,532,279,218,"Die Gefangenen erhielten alltägliche Besuche, man brachte ihnen Speise, Trank, Wäsche, linderte ihre Lage auf jede christliche Weise.",,,,,,,,,,
12,532,279,219,"Herr Pfarrer Regli schloß da mit dem Herrn Antistes Falkeisen eine Freundschaft, welche bis zum Tode dauerte.",,,,,,,,,,
12,532,279,220,"Auf jedes Neujahr sandte ihm der Herr Antistes ein Kistchen, mit Zucker, Kaffee und Basler Leckerchen gefüllt, und der Herr Pfarrer erwiederte das Geschenk mit Schneehühnern und anderm Gewild.",,,,,,,,,,
12,532,279,221,"Die gegenseitigen Briefe athmeten die reinste Freundschaft.",,,,,,,,,,
12,532,279,222,"Sehr oft kam eine originelle Frau, Namens Dorothea, von Emmetten herüber, welche ebenfalls wegen anti-helvetischer Gesinnung in Gefangenschaft war gesetzt worden.",,,,,,,,,,
12,532,279,223,"Diese dichtete und melodirte Gesänge auf die Revolutionszustände, welche voll grobkörnigen Salzes waren.",,,,,,,,,,
12,532,279,224,"Wie der Herr Pfarrer waren auch die Seelisberger gesinnt und darum bei den damaligen Helvetiafreunden in Uri nicht gut angeschrieben.",,,,,,,,,,
12,532,279,225,"Als es sich nach der Auflösung der Mediationsverfassung um den Abschluß eines neuen Bundesvertrages handelte, war Herr Pfarrer Regli ganz entschieden gegen den [8] sogenannten Züribund"", wie man den Bundesvertrag vom 7.",,,,,,,,,,
12,532,279,226,"Augstmonat 1815 nannte.",,,,,,,,,,
12,532,279,227,"Er stand in freundschaftlichen Beziehungen mit den Unzufriedenen in Schwyz und Unterwalden, und auch mit denjenigen in Uri, ohne jedoch eine hervorragende Rolle zu spielen.",,,,,,,,,,
12,532,279,228,"Ich erinnere mich noch, daß er an dem Bundesvertrag vorzüglich zwei Bestimmungen rügte, nämlich die Centralisirung des Militärwesens und die Steuerpflicht der Klöster an den Staat.",,,,,,,,,,
12,532,279,229,"In der erstern Bestimmung erblickte er den Tod der Freiheit, in der Steuerpflicht der Klöster an zumal paritätische und protestantische Stände eine Ungerechtigkeit, durch welche das Eigenthum der Klöster ihrem Stiftungszwecke entwendet werde.",,,,,,,,,,
12,532,279,230,"Er war so eifrig in seinem Widerwillen gegen den Züribund"", daß er zwei Zuger Herren, welche vor der über die Annahme des neuen Bundesvertrags abzuhaltenden Landsgemeinde von Uri zu ihm gekommen und ihn zu bereden gesucht hatten, von seinem Widerstande abzulassen, mit donnernder Stimme entgegnete: Die Herren in Uri, welche den Züribund anrathen und dafür stimmen, sind Spitzbuben und Vaterlandsverräther.",,,,,,,,,,
12,532,279,231,""" Die Zuger Herren müssen dieses nach Altdorf überbracht haben, denn es war im Rathe die Rede davon, den Pfarrer darüber zur Verantwortung zu ziehen, was jedoch Herr Landammann und Pannerherr Karl Beßler von Wattingen verhinderte.",,,,,,,,,,
12,532,279,232,"Als nun der Tag der Entscheidung durch die Landsgemeinde in Altdorf gekommen war, fuhren sehr viele Seelisberger an dieselbe, und unter ihnen auch der Sigrist.",,,,,,,,,,
12,532,279,233,"Nachmittags mußte ich öfter auf eine Stelle, von welcher man sowohl auf den See, als auf die Straße sehen konnte, um zu erspähen, wie der Entscheid möchte ausgefallen sein.",,,,,,,,,,
12,532,279,234,"Der Erste, welcher zurückkehrte, war der Sigrist;",,,,,,,,,,
12,532,279,235,"ich fragte ihn behend, wie es gegangen sei.",,,,,,,,,,
12,532,279,236,"Ja, wie ist's gangen?"" antwortete er;",,,,,,,,,,
12,532,279,237,"Alles der Schissä na hinterä ist's gangen.",,,,,,,,,,
12,532,279,238,""" Die Landsgemeinde hatte nämlich mit Hilfe der Ursener und Silener den Bundesvertrag angenommen.",,,,,,,,,,
12,532,279,239,"Die Regierung schickte dann eine Compagnie Truppen unter dem Commando von Hauptmann Anton Müller, dem Neffen des gewesenen helvetischen Districtsstatthalters, auf Seelisberg, um die Gränze gegen Unterwalden zu verwachen, wie die Seelisberger aber dafür hielten, um sie wegen ihrer ausgesprochenen Abneigung gegen den Züribund"" zu züchtigen.",,,,,,,,,,
12,532,279,240,"Nach weniger Zeit zog die Compagnie wieder ab.",,,,,,,,,,
12,532,279,241,"Unter diesen Verhältnissen und unter dieser Leitung brachte ich meine Jugend zu bis zum 18.",,,,,,,,,,
12,532,279,242,"Weinmonat 1818, also bis in mein achtzehntes Jahr.",,,,,,,,,,
12,532,279,243,"An diesem Tage schied ich wehmüthig und weinend von dem schönen Seelisberg, von dem guten Völkchen und von meinem innig geliebten Pfarrer, meinem Erzieher und zweiten Vater.",,,,,,,,,,
12,532,279,244,"Auch er war beim Abschiede von seinem Constantin gerührt.",,,,,,,,,,
12,532,279,245,"Den Pfarrhof hatte ich gleichsam für mein Haus gehalten, und es thut mir heute noch wehe, daß ich in demselben[9] nicht mehr daheim bin, wenn ich den Seelisberg besteige;",,,,,,,,,,
12,532,279,246,"ja es ist dieser Umstand die Ursache, daß ich seltener nach Seelisberg gehe.",,,,,,,,,,
12,532,279,247,"In dem Pfarrhofe zu Seelisberg hatte ich den Herrn Johann Joseph Visier von Spiringen, welcher damals Professor in Altdorf war, kennen gelernt.",,,,,,,,,,
12,532,279,248,"Er war zur Wiederherstellung seiner sehr geschwächten Gesundheit mehrere Wochen da.",,,,,,,,,,
12,532,279,249,"Täglich machte ich mit ihm Spaziergänge auf das sogenannte Thor, wo man einer herrlichen Aussicht nach Schwyz genießt, zu dem Kreuze, von wo man auf das Rütli, die Wiege der Schweizerfreiheit, auf die Tellenplatte und in das Reußthal mit seinen himmelhohen Bergcoulissen schaut;",,,,,,,,,,
12,532,279,250,"zu der Kapelle im Walde, jetzt Sonnenberg geheißen, wo eine von der Frömmigkeit der Seelisberger gestiftete, mit ein paar ausgezeichneten Kunstgemälden gezierte Kapelle die Wanderer zur stillen Andacht einladet.",,,,,,,,,,
12,532,279,251,"Wenn Herr Gisler besser aufgelegt und durch die Kur gestärkter war, so dehnten wir unsern Spaziergang durch den Tannenwald bis nach dem Stammsitze der Edeln von Beroldingen aus, von welchen noch zwei Stämme in Würtemberg und im Kanton Tessin sind, während in Uri der Stamm von Beroldingen erloschen ist.",,,,,,,,,,
12,532,279,252,"Seltener besuchten wir den See, von welchem die Gemeinde den Namen hat, nicht aus Furcht vor dem Ungeheuer, welches die überspannte Phantasie der Neuzeit in denselben gezaubert hat, sondern mehr aus Scheu vor der Hitze.",,,,,,,,,,
12,532,279,253,"Sehr oft spazierten wir auch in die Frachiggüter, wo eine wohlthuende Aussicht auf die ehemalige Republik Gersau, in das freundliche Unterwaldner Ländchen, auf Weggis und den Luzernersee und auf den ernst-düstern Pilatus lohnte, und wo eine vortreffliche Quelle  das beste Wasser des Seelisberges  labte.",,,,,,,,,,
12,532,279,254,"Zu diesem Herrn Professor Gisler kam ich nun in Wohnung und Kost in Altdorf, um meine Studien fortzusetzen.",,,,,,,,,,
12,532,279,255,"Von meinem Privatstudium auf Seelisberg kam ich gleich in die Syntar, welche man jetzt die dritte Klasse nennen würde.",,,,,,,,,,
12,532,279,256,"In Herrn Sebastian Schrankenmüller von Augsburg, aus dem aufgehobenen Orden der Gesellschaft Jesu, hatte ich einen ausgezeichneten Professor und Gewissensrath.",,,,,,,,,,
12,532,279,257,"Unter seiner Leitung machte ich bedeutende Fortschritte in Kenntniß und Fertigkeit der lateinischen Sprache.",,,,,,,,,,
12,532,279,258,"Und doch war es einzig Cornelius Nepos, den wir unter den Prosaikern Roms übersetzen mußten.",,,,,,,,,,
12,532,279,259,"Den mußten wir aber ganz durchnehmen, übersetzen, erklären, auswendig lernen und nachahmen.",,,,,,,,,,
12,532,279,260,"Auch mußten die Schüler meistens lateinisch sprechen.",,,,,,,,,,
12,532,279,261,"Als Poet übersetzten wir Ovidius' Elegieen und brachten es selbst im Versemachen zu einiger Fertigkeit.",,,,,,,,,,
12,532,279,262,"Ich behaupte, daß wir es im Latein mit allen Schülern der heutigen Gymnasien aufgenommen hätten;",,,,,,,,,,
12,532,279,263,"ja ich habe in Luzern theologische Probeübungen im Latein gesehen, welche mit unsern Uebungen nicht Stich gehalten hätten.",,,,,,,,,,
12,532,279,264,"Dabei vernachlässigten wir auch die sogenannten Nebenfächer nicht, mathematische Geographie, [10] allgemeine Geschichte, Mathematik.",,,,,,,,,,
12,532,279,265,"Sehr gründlich wurden wir in der Religionslehre unterrichtet, Herr Schrankenmüller diktirte uns dieselbe in lateinischer Sprache, ich besitze sie heute noch.",,,,,,,,,,
12,532,279,266,"Er leitete seine Schüler praktisch zur Religionsübung an: war Freund und Vater der Schüler.",,,,,,,,,,
12,532,279,267,"Meine Mitschüler waren Karl Leonhard Müller, schon damals ein Muster inniger Frömmigkeit;",,,,,,,,,,
12,532,279,268,"Franz Müller, beide traute Freunde von mir, jetzt meine Schwäger;",,,,,,,,,,
12,532,279,269,"Karl Emanuel Müller, ein mathematisches Talent;",,,,,,,,,,
12,532,279,270,"Joseph Maria Epp, nachmals Pfarrer von Attinghausen, und Thaddäus Walker aus dem Isenthal, ein Armer, aber reich an Talenten;",,,,,,,,,,
12,532,279,271,"er starb in Altinghausen als Pfarrhelfer, wo auch Pfarrer Epp, welcher wegen Krankheit resignirt hatte, begraben liegt.",,,,,,,,,,
12,532,279,272,"Alle diese waren unverdorbene, sittliche, religiöse und fleißige Jünglinge, mit welchen ich in bester Harmonie lebte.",,,,,,,,,,
12,532,279,273,"Auch mein Kostherr, Professor Gisler, ein durchdringend scharfer Verstand und unbezwinglicher Wille, ein heiterer Gesellschafter und würdevoller Priester, liebte mich und suchte meine Ehre zu fördern.",,,,,,,,,,
12,532,279,274,"Da ich in fünf Fächern den ersten Preis errungen halte, drang er darauf, daß nur nebst den üblichen Wucherpreisen eine silberne Medaille mit dem Bilde Wilhelm Tells einerseits und dem unentbehrlichen Uristier anderseits am schwarz-gelben Bande auf dem Theater umgehängt wurde.",,,,,,,,,,
12,532,279,275,"Denn Herr Professor Schrankenmüller ließ seine Studenten jedes Jahr ein Theaterstück aufführen.",,,,,,,,,,
12,532,279,276,"Mein verehrungswürdiger Pfarrer von Seelisberg wohnte der Feierlichkeit bei, hielt sich ungewöhnlich lange, drei Tage, in Altdorf auf.",,,,,,,,,,
12,532,279,277,"Ein paar Monate darauf ergriff ihn eine Krankheit, an welcher er am 30.",,,,,,,,,,
12,532,279,278,"Weinmonat 1819 im Herrn entschlief.",,,,,,,,,,
12,532,279,279,"Auf dem Krankenbette noch, an welchem ich ihm beistand, empfahl er mir vorzugsweise Aufrichtigkeit und Redlichkeit.",,,,,,,,,,
12,532,279,280,"Er tröstete sich, daß er ohne Schulden von der Welt abscheide.",,,,,,,,,,
12,532,279,281,"Die Erben bekamen jedenfalls ein reichliches Inventar.",,,,,,,,,,
12,532,279,282,"Er war 35 Jahre Seelsorger der Gemeinde gewesen.",,,,,,,,,,
12,532,279,283,"In Altdorf wurden meine sittlichen und religiösen Grundsätze befestigt.",,,,,,,,,,
12,532,279,284,"Von Altdorf zog ich dann zu Allerheiligen zur Fortsetzung meiner Studien nach Luzern.",,,,,,,,,,
12,532,279,285,"In Luzern leiteten Schultheiß Joseph Karl Amrhyn und vorzüglich Staatsrath Eduard Pfyffer das Erziehungswesen in einem freisinnigen Geiste.",,,,,,,,,,
12,532,279,286,""" Dr.",,,,,,,,,,
12,532,279,287,"Ignatz Vital Troxler von Münster war Professor der Philosophie;",,,,,,,,,,
12,532,279,288,"Herr Renward Brandstätter, ebenfalls von Münster, ward für das Schuljahr 1819/20 als Professor der Rhetorik von St.",,,,,,,,,,
12,532,279,289,"Gallen nach Luzern berufen.",,,,,,,,,,
12,532,279,290,"Er lehrte das ganze Jahr Poetik.",,,,,,,,,,
12,532,279,291,"Obwohl ich nie eine poetische Ader in mir verspürt habe, errang ich doch meistentheils den ersten Platz fast in allen Fächern, jedoch die Mathematik ausgenommen.",,,,,,,,,,
12,532,279,292,"Ich hatte einen eisernen Fleiß, arbeitete nicht selten bis tief in die Nacht und stand des Morgens in aller Frühe auf.",,,,,,,,,,
12,532,279,293,"Ein unbesiegliches Heimweh nach Altdorf oder vielmehr nach meinen Freunden daselbst, in Folge meiner [11] zweimaligen Lungenentzündungen eine fast beständige Kränklichkeit, der Rath meines Arztes Dr.",,,,,,,,,,
12,532,279,294,"Joseph Elmiger bestimmten mich, schon am 16.",,,,,,,,,,
12,532,279,295,"Mai 1820 Luzern wieder zu verlassen, was ich denn auch mit Freuden that.",,,,,,,,,,
12,532,279,296,"Denn Luzern war mir nicht heimelig.",,,,,,,,,,
12,532,279,297,"Der Kostgeber, Schwäher von Eduard Pfyffer, Sustmeister Schobinger auf der Werglaube, war mir weder ein Professor Gisler, noch ein Pfarrer Regli.",,,,,,,,,,
12,532,279,298,"Professor Brandstetter, der wohl über dreißig Schüler hatte, war nicht sehr mittheilsam.",,,,,,,,,,
12,532,279,299,"Das traute Verhältniß zwischen Lehrer und Schüler, an welches ich in Altdorf gewöhnt war, mangelte mir.",,,,,,,,,,
12,532,279,300,"Das Vereinswesen war damals in Luzern im Schwunge.",,,,,,,,,,
12,532,279,301,"Es bestand ein Deklamationsverein, welchen unser Professor leitete und welchem ich auch beitrat;",,,,,,,,,,
12,532,279,302,"es bestanden aber auch noch andere Vereine.",,,,,,,,,,
12,532,279,303,"Von meinem Mitschüler Ludwig Keller, Sohn des im Jahr 1816 in der Reuß ertrunkenen Schultheißen Xaver Keller, wurde ich in eine Gesellschaft eingeladen, in welcher Eduard Pfyffer, der nachmalige Professor der französischen Sprache, Jakob Robert Steiger von Geuensee und Andere waren.",,,,,,,,,,
12,532,279,304,"Wir machten Aufsätze mit einander;",,,,,,,,,,
12,532,279,305,"jeder gab ein Wort an und alle diese Worte mußten in dem Aufsatze erscheinen, oft eine schwierige Aufgabe, welche aber Eduard Pfyffer jedesmal mit Meisterhand löste.",,,,,,,,,,
